"Population by Educational Attainment","Number"
"Beginners",""
"Female","20"
"Male","19"
"","39"
"Graduate and Equivalent",""
"Female","18"
"Male","97"
"","115"
"Intermediate and Equivalent",""
"Female","78"
"Male","280"
"","358"
"Level not Stated",""
"Female","86"
"Male","197"
"","283"
"Lower Secondary (Class 6-8)",""
"Female","662"
"Male","1093"
"","1755"
"Non Formal Education",""
"Female","3"
"Male","9"
"","12"
"Others",""
"Female","21"
"Male","15"
"","36"
"Post Graduate Equivalent and Above",""
"Female","5"
"Male","24"
"","29"
"Primary Education (1-5 Class)",""
"Female","1688"
"Male","2063"
"","3751"
"Secondary Level (Class 9-10)",""
"Female","350"
"Male","840"
"","1190"
"SLC and Equivalent",""
"Female","179"
"Male","506"
"","685"
