"Population by Educational Attainment","Number"
"Beginners",""
"Female","631"
"Male","652"
"Graduate and Equivalent",""
"Female","63"
"Male","230"
"Intermediate and Equivalent",""
"Female","460"
"Male","625"
"Level not Stated",""
"Female","108"
"Male","149"
"Lower Secondary (Class 6-8)",""
"Female","2265"
"Male","2399"
"Non Formal Education",""
"Female","367"
"Male","291"
"Others",""
"Female","12"
"Male","10"
"Post Graduate Equivalent and Above",""
"Female","13"
"Male","81"
"Primary Education (1-5 Class)",""
"Female","4454"
"Male","4754"
"Secondary Level (Class 9-10)",""
"Female","1152"
"Male","1261"
"SLC and Equivalent",""
"Female","754"
"Male","1110"
