"Population by Educational Attainment","Number"
"Beginners",""
"Female","333"
"Male","373"
"Graduate and Equivalent",""
"Female","30"
"Male","77"
"Intermediate and Equivalent",""
"Female","205"
"Male","330"
"Level not Stated",""
"Female","34"
"Male","39"
"Lower Secondary (Class 6-8)",""
"Female","2066"
"Male","1916"
"Non Formal Education",""
"Female","340"
"Male","328"
"Others",""
"Female","5"
"Male","6"
"Post Graduate Equivalent and Above",""
"Female","7"
"Male","21"
"Primary Education (1-5 Class)",""
"Female","3141"
"Male","3117"
"Secondary Level (Class 9-10)",""
"Female","824"
"Male","909"
"SLC and Equivalent",""
"Female","539"
"Male","706"
