"Population by Educational Attainment","Number"
"Beginners",""
"Female","175"
"Male","167"
"","342"
"Graduate and Equivalent",""
"Female","36"
"Male","78"
"","114"
"Intermediate and Equivalent",""
"Female","311"
"Male","317"
"","628"
"Level not Stated",""
"Female","16"
"Male","19"
"","35"
"Lower Secondary (Class 6-8)",""
"Female","1009"
"Male","1230"
"","2239"
"Non Formal Education",""
"Female","745"
"Male","651"
"","1396"
"Others",""
"Female","1"
"Male","6"
"","7"
"Post Graduate Equivalent and Above",""
"Female","17"
"Male","44"
"","61"
"Primary Education (1-5 Class)",""
"Female","2128"
"Male","2416"
"","4544"
"Secondary Level (Class 9-10)",""
"Female","547"
"Male","700"
"","1247"
"SLC and Equivalent",""
"Female","429"
"Male","600"
"","1029"
