"Population by Educational Attainment","Number"
"Beginners",""
"Female","155"
"Male","187"
"","342"
"Graduate and Equivalent",""
"Female","13"
"Male","46"
"","59"
"Intermediate and Equivalent",""
"Female","55"
"Male","81"
"","136"
"Level not Stated",""
"Female","5"
"Male","5"
"","10"
"Lower Secondary (Class 6-8)",""
"Female","743"
"Male","657"
"","1400"
"Non Formal Education",""
"Female","115"
"Male","198"
"","313"
"Others",""
"Female","0"
"Male","0"
"","0"
"Post Graduate Equivalent and Above",""
"Female","3"
"Male","11"
"","14"
"Primary Education (1-5 Class)",""
"Female","1416"
"Male","1629"
"","3045"
"Secondary Level (Class 9-10)",""
"Female","369"
"Male","372"
"","741"
"SLC and Equivalent",""
"Female","266"
"Male","289"
"","555"
