"Population by Educational Attainment","Number"
"Beginners",""
"Female","176"
"Male","176"
"","352"
"Graduate and Equivalent",""
"Female","26"
"Male","55"
"","81"
"Intermediate and Equivalent",""
"Female","137"
"Male","104"
"","241"
"Level not Stated",""
"Female","37"
"Male","43"
"","80"
"Lower Secondary (Class 6-8)",""
"Female","1383"
"Male","1331"
"","2714"
"Non Formal Education",""
"Female","429"
"Male","404"
"","833"
"Others",""
"Female","6"
"Male","8"
"","14"
"Post Graduate Equivalent and Above",""
"Female","2"
"Male","19"
"","21"
"Primary Education (1-5 Class)",""
"Female","2956"
"Male","2848"
"","5804"
"Secondary Level (Class 9-10)",""
"Female","510"
"Male","566"
"","1076"
"SLC and Equivalent",""
"Female","340"
"Male","478"
"","818"
