"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","123"
"Male","100"
"Bangali",""
"Female","5"
"Male","9"
"Brahman - Hill",""
"Female","833"
"Male","795"
"Chepang /Praja",""
"Female","84"
"Male","70"
"Chhetri",""
"Female","1020"
"Male","898"
"Damai/Dholi",""
"Female","237"
"Male","197"
"Gharti/Bhujel",""
"Female","647"
"Male","566"
"Gurung",""
"Female","3650"
"Male","2740"
"Hajam/Thakur",""
"Female","9"
"Male","14"
"Kalwar",""
"Female","10"
"Male","12"
"Kami",""
"Female","610"
"Male","511"
"Kathabaniyan",""
"Female","20"
"Male","37"
"Kumal",""
"Female","48"
"Male","43"
"Magar",""
"Female","2550"
"Male","2197"
"Mallaha",""
"Female","6"
"Male","22"
"Musalman",""
"Female","52"
"Male","63"
"Newar",""
"Female","950"
"Male","782"
"Others",""
"Female","45"
"Male","71"
"Rai",""
"Female","36"
"Male","35"
"Sanyasi/Dasnami",""
"Female","5"
"Male","6"
"Sarki",""
"Female","65"
"Male","53"
"Tamang",""
"Female","94"
"Male","100"
"Teli",""
"Female","10"
"Male","26"
"Thakali",""
"Female","11"
"Male","12"
"Thakuri",""
"Female","111"
"Male","101"
"Tharu",""
"Female","14"
"Male","24"
"Yadav",""
"Female","19"
"Male","20"
