"Population by Educational Attainment","Number"
"Beginners",""
"Female","273"
"Male","324"
"Graduate and Equivalent",""
"Female","87"
"Male","118"
"Intermediate and Equivalent",""
"Female","332"
"Male","357"
"Level not Stated",""
"Female","33"
"Male","20"
"Lower Secondary (Class 6-8)",""
"Female","1706"
"Male","1477"
"Non Formal Education",""
"Female","523"
"Male","509"
"Others",""
"Female","8"
"Male","4"
"Post Graduate Equivalent and Above",""
"Female","15"
"Male","40"
"Primary Education (1-5 Class)",""
"Female","2953"
"Male","2971"
"Secondary Level (Class 9-10)",""
"Female","686"
"Male","646"
"SLC and Equivalent",""
"Female","642"
"Male","721"
