"Population by Single Year of Age","Number"
"0",""
"Female","192"
"Male","206"
"1",""
"Female","165"
"Male","155"
"10",""
"Female","278"
"Male","294"
"11",""
"Female","238"
"Male","248"
"12",""
"Female","297"
"Male","304"
"13",""
"Female","308"
"Male","283"
"14",""
"Female","299"
"Male","293"
"15",""
"Female","309"
"Male","263"
"16",""
"Female","274"
"Male","224"
"17",""
"Female","227"
"Male","226"
"18",""
"Female","234"
"Male","222"
"19",""
"Female","196"
"Male","165"
"2",""
"Female","191"
"Male","192"
"20",""
"Female","242"
"Male","169"
"21",""
"Female","241"
"Male","126"
"22",""
"Female","259"
"Male","141"
"23",""
"Female","221"
"Male","128"
"24",""
"Female","211"
"Male","108"
"25",""
"Female","246"
"Male","137"
"26",""
"Female","226"
"Male","110"
"27",""
"Female","206"
"Male","98"
"28",""
"Female","235"
"Male","122"
"29",""
"Female","139"
"Male","71"
"3",""
"Female","175"
"Male","192"
"30",""
"Female","264"
"Male","137"
"31",""
"Female","122"
"Male","85"
"32",""
"Female","198"
"Male","120"
"33",""
"Female","127"
"Male","81"
"34",""
"Female","115"
"Male","82"
"35",""
"Female","229"
"Male","155"
"36",""
"Female","127"
"Male","104"
"37",""
"Female","87"
"Male","71"
"38",""
"Female","137"
"Male","111"
"39",""
"Female","106"
"Male","75"
"4",""
"Female","184"
"Male","221"
"40",""
"Female","244"
"Male","180"
"41",""
"Female","96"
"Male","80"
"42",""
"Female","102"
"Male","95"
"43",""
"Female","81"
"Male","77"
"44",""
"Female","63"
"Male","72"
"45",""
"Female","173"
"Male","147"
"46",""
"Female","64"
"Male","71"
"47",""
"Female","82"
"Male","63"
"48",""
"Female","91"
"Male","93"
"49",""
"Female","76"
"Male","54"
"5",""
"Female","221"
"Male","250"
"50",""
"Female","175"
"Male","164"
"51",""
"Female","65"
"Male","79"
"52",""
"Female","106"
"Male","76"
"53",""
"Female","73"
"Male","77"
"54",""
"Female","69"
"Male","58"
"55",""
"Female","104"
"Male","115"
"56",""
"Female","54"
"Male","68"
"57",""
"Female","48"
"Male","66"
"58",""
"Female","71"
"Male","77"
"59",""
"Female","60"
"Male","71"
"6",""
"Female","211"
"Male","199"
"60",""
"Female","124"
"Male","115"
"61",""
"Female","54"
"Male","58"
"62",""
"Female","51"
"Male","38"
"63",""
"Female","33"
"Male","41"
"64",""
"Female","40"
"Male","35"
"65",""
"Female","68"
"Male","73"
"66",""
"Female","33"
"Male","42"
"67",""
"Female","36"
"Male","28"
"68",""
"Female","47"
"Male","44"
"69",""
"Female","22"
"Male","28"
"7",""
"Female","211"
"Male","226"
"70",""
"Female","66"
"Male","58"
"71",""
"Female","20"
"Male","25"
"72",""
"Female","43"
"Male","37"
"73",""
"Female","12"
"Male","29"
"74",""
"Female","12"
"Male","25"
"75",""
"Female","38"
"Male","27"
"76",""
"Female","18"
"Male","18"
"77",""
"Female","19"
"Male","17"
"78",""
"Female","27"
"Male","29"
"79",""
"Female","6"
"Male","9"
"8",""
"Female","287"
"Male","254"
"80",""
"Female","38"
"Male","29"
"81",""
"Female","7"
"Male","8"
"82",""
"Female","22"
"Male","16"
"83",""
"Female","12"
"Male","14"
"84",""
"Female","16"
"Male","11"
"85",""
"Female","47"
"Male","44"
"9",""
"Female","240"
"Male","228"
