"Population by Educational Attainment","Number"
"Beginners",""
"Female","86"
"Male","108"
"","194"
"Graduate and Equivalent",""
"Female","7"
"Male","54"
"","61"
"Intermediate and Equivalent",""
"Female","63"
"Male","277"
"","340"
"Level not Stated",""
"Female","53"
"Male","91"
"","144"
"Lower Secondary (Class 6-8)",""
"Female","591"
"Male","1157"
"","1748"
"Non Formal Education",""
"Female","18"
"Male","41"
"","59"
"Others",""
"Female","3"
"Male","6"
"","9"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","12"
"","12"
"Primary Education (1-5 Class)",""
"Female","1813"
"Male","2177"
"","3990"
"Secondary Level (Class 9-10)",""
"Female","136"
"Male","521"
"","657"
"SLC and Equivalent",""
"Female","90"
"Male","394"
"","484"
