"Population by disability type","Number"
"Blind/low vision",""
"Female","92"
"Male","75"
"","167"
"Deaf/hard of hearing",""
"Female","65"
"Male","65"
"","130"
"Deaf-Blind",""
"Female","9"
"Male","7"
"","16"
"Intellectual disable",""
"Female","15"
"Male","17"
"","32"
"Mental disable",""
"Female","21"
"Male","28"
"","49"
"Multiple disable",""
"Female","25"
"Male","30"
"","55"
"No disability",""
"Female","33811"
"Male","30392"
"","64203"
"Physical",""
"Female","173"
"Male","273"
"","446"
"Speech problem",""
"Female","87"
"Male","117"
"","204"
