"Population by Educational Attainment","Number"
"Beginners",""
"Female","135"
"Male","169"
"Graduate and Equivalent",""
"Female","42"
"Male","82"
"Intermediate and Equivalent",""
"Female","232"
"Male","248"
"Level not Stated",""
"Female","20"
"Male","27"
"Lower Secondary (Class 6-8)",""
"Female","1113"
"Male","1288"
"Non Formal Education",""
"Female","372"
"Male","344"
"Others",""
"Female","4"
"Male","2"
"Post Graduate Equivalent and Above",""
"Female","4"
"Male","35"
"Primary Education (1-5 Class)",""
"Female","1797"
"Male","2107"
"Secondary Level (Class 9-10)",""
"Female","623"
"Male","663"
"SLC and Equivalent",""
"Female","339"
"Male","428"
