"Population by Caste Ethinicity","Number"
"Badhaee",""
"Female","21"
"Male","44"
"","65"
"Badi",""
"Female","107"
"Male","104"
"","211"
"Bangali",""
"Female","56"
"Male","143"
"","199"
"Baraee",""
"Female","13"
"Male","21"
"","34"
"Brahman - Hill",""
"Female","21100"
"Male","21020"
"","42120"
"Brahman - Tarai",""
"Female","76"
"Male","93"
"","169"
"Chamar/ Harijan/ Ram",""
"Female","82"
"Male","135"
"","217"
"Chhantyal/Chhantel",""
"Female","214"
"Male","179"
"","393"
"Chhetri",""
"Female","9604"
"Male","9175"
"","18779"
"Dalit Others",""
"Female","596"
"Male","546"
"","1142"
"Damai/Dholi",""
"Female","1646"
"Male","1482"
"","3128"
"Dhanuk",""
"Female","22"
"Male","37"
"","59"
"Dhobi",""
"Female","65"
"Male","77"
"","142"
"Dhunia",""
"Female","5"
"Male","10"
"","15"
"Dusadh/ Pasawan/ Pasi",""
"Female","16"
"Male","23"
"","39"
"Foreigner",""
"Female","14"
"Male","11"
"","25"
"Gaine",""
"Female","18"
"Male","11"
"","29"
"Ghale",""
"Female","9"
"Male","17"
"","26"
"Gharti/Bhujel",""
"Female","38"
"Male","47"
"","85"
"Gurung",""
"Female","2631"
"Male","2177"
"","4808"
"Hajam/Thakur",""
"Female","110"
"Male","149"
"","259"
"Halwai",""
"Female","210"
"Male","299"
"","509"
"Kahar",""
"Female","45"
"Male","55"
"","100"
"Kalwar",""
"Female","106"
"Male","116"
"","222"
"Kami",""
"Female","3364"
"Male","3166"
"","6530"
"Kanu",""
"Female","38"
"Male","37"
"","75"
"Kathabaniyan",""
"Female","1115"
"Male","1292"
"","2407"
"Kayastha",""
"Female","51"
"Male","56"
"","107"
"Kewat",""
"Female","7"
"Male","18"
"","25"
"Khatwe",""
"Female","5"
"Male","10"
"","15"
"Koiri/Kushwaha",""
"Female","22"
"Male","45"
"","67"
"Kumal",""
"Female","351"
"Male","351"
"","702"
"Kurmi",""
"Female","41"
"Male","57"
"","98"
"Limbu",""
"Female","25"
"Male","22"
"","47"
"Lodh",""
"Female","8"
"Male","7"
"","15"
"Lohar",""
"Female","13"
"Male","40"
"","53"
"Magar",""
"Female","13689"
"Male","12060"
"","25749"
"Majhi",""
"Female","61"
"Male","63"
"","124"
"Mallaha",""
"Female","23"
"Male","39"
"","62"
"Marwadi",""
"Female","65"
"Male","95"
"","160"
"Musahar",""
"Female","24"
"Male","26"
"","50"
"Musalman",""
"Female","1313"
"Male","1693"
"","3006"
"Newar",""
"Female","5470"
"Male","5136"
"","10606"
"Others",""
"Female","60"
"Male","59"
"","119"
"Pattharkatta/ Kushwadiya",""
"Female","5"
"Male","7"
"","12"
"Punjabi/Sikh",""
"Female","12"
"Male","17"
"","29"
"Rai",""
"Female","156"
"Male","159"
"","315"
"Rajput",""
"Female","48"
"Male","74"
"","122"
"Sanyasi/Dasnami",""
"Female","331"
"Male","345"
"","676"
"Sarki",""
"Female","546"
"Male","496"
"","1042"
"Sherpa",""
"Female","19"
"Male","13"
"","32"
"Sonar",""
"Female","10"
"Male","6"
"","16"
"Sudhi",""
"Female","9"
"Male","12"
"","21"
"Sunuwar",""
"Female","32"
"Male","34"
"","66"
"Tamang",""
"Female","347"
"Male","358"
"","705"
"Teli",""
"Female","208"
"Male","263"
"","471"
"Terai Others",""
"Female","146"
"Male","228"
"","374"
"Thakali",""
"Female","336"
"Male","305"
"","641"
"Thakuri",""
"Female","1207"
"Male","1110"
"","2317"
"Thami",""
"Female","48"
"Male","33"
"","81"
"Tharu",""
"Female","4190"
"Male","4274"
"","8464"
"Undefined Others",""
"Female","19"
"Male","19"
"","38"
"Yadav",""
"Female","236"
"Male","292"
"","528"
