"Population by Educational Attainment","Number"
"Beginners",""
"Female","1785"
"Male","2009"
"","3794"
"Graduate and Equivalent",""
"Female","2283"
"Male","3662"
"","5945"
"Intermediate and Equivalent",""
"Female","6174"
"Male","7182"
"","13356"
"Level not Stated",""
"Female","146"
"Male","131"
"","277"
"Lower Secondary (Class 6-8)",""
"Female","10596"
"Male","10453"
"","21049"
"Non Formal Education",""
"Female","2717"
"Male","1596"
"","4313"
"Others",""
"Female","23"
"Male","14"
"","37"
"Post Graduate Equivalent and Above",""
"Female","461"
"Male","1346"
"","1807"
"Primary Education (1-5 Class)",""
"Female","14615"
"Male","15678"
"","30293"
"Secondary Level (Class 9-10)",""
"Female","8068"
"Male","7952"
"","16020"
"SLC and Equivalent",""
"Female","7693"
"Male","8403"
"","16096"
