"Population by disability type","Number"
"Blind/low vision",""
"Female","92"
"Male","120"
"","212"
"Deaf/hard of hearing",""
"Female","81"
"Male","90"
"","171"
"Deaf-Blind",""
"Female","18"
"Male","14"
"","32"
"Intellectual disable",""
"Female","30"
"Male","21"
"","51"
"Mental disable",""
"Female","60"
"Male","56"
"","116"
"Multiple disable",""
"Female","65"
"Male","67"
"","132"
"No disability",""
"Female","69775"
"Male","67432"
"","137207"
"Physical",""
"Female","246"
"Male","385"
"","631"
"Speech problem",""
"Female","87"
"Male","103"
"","190"
