"Population by Mother tongue","Number"
"Avadhi",""
"Female","187"
"Male","180"
"","367"
"Bangla",""
"Female","46"
"Male","140"
"","186"
"Bhojpuri",""
"Female","1184"
"Male","1630"
"","2814"
"Chhantyal",""
"Female","153"
"Male","137"
"","290"
"Doteli",""
"Female","11"
"Male","13"
"","24"
"Gurung",""
"Female","1640"
"Male","1375"
"","3015"
"Hindi",""
"Female","1122"
"Male","1480"
"","2602"
"Kham",""
"Female","54"
"Male","55"
"","109"
"Kumal",""
"Female","12"
"Male","10"
"","22"
"Limbu",""
"Female","9"
"Male","9"
"","18"
"Magar",""
"Female","5957"
"Male","5290"
"","11247"
"Maithili",""
"Female","500"
"Male","705"
"","1205"
"Nepali",""
"Female","51621"
"Male","49299"
"","100920"
"Newar",""
"Female","3691"
"Male","3506"
"","7197"
"Not Reported",""
"Female","57"
"Male","52"
"","109"
"Others",""
"Female","36"
"Male","42"
"","78"
"Punjabi",""
"Female","8"
"Male","11"
"","19"
"Rai",""
"Female","44"
"Male","45"
"","89"
"Rajsthani",""
"Female","24"
"Male","30"
"","54"
"Sign Language",""
"Female","6"
"Male","9"
"","15"
"Tamang",""
"Female","117"
"Male","133"
"","250"
"Thakali",""
"Female","97"
"Male","91"
"","188"
"Tharu",""
"Female","3649"
"Male","3733"
"","7382"
"Urdu",""
"Female","229"
"Male","313"
"","542"
