"Population by Educational Attainment","Number"
"Beginners",""
"Female","161"
"Male","193"
"","354"
"Graduate and Equivalent",""
"Female","67"
"Male","344"
"","411"
"Intermediate and Equivalent",""
"Female","208"
"Male","559"
"","767"
"Level not Stated",""
"Female","110"
"Male","117"
"","227"
"Lower Secondary (Class 6-8)",""
"Female","1778"
"Male","2384"
"","4162"
"Non Formal Education",""
"Female","803"
"Male","871"
"","1674"
"Others",""
"Female","95"
"Male","101"
"","196"
"Post Graduate Equivalent and Above",""
"Female","9"
"Male","73"
"","82"
"Primary Education (1-5 Class)",""
"Female","4006"
"Male","4828"
"","8834"
"Secondary Level (Class 9-10)",""
"Female","679"
"Male","1300"
"","1979"
"SLC and Equivalent",""
"Female","604"
"Male","1416"
"","2020"
