"Population by Educational Attainment","Number"
"Beginners",""
"Female","299"
"Male","299"
"Graduate and Equivalent",""
"Female","9"
"Male","76"
"Intermediate and Equivalent",""
"Female","92"
"Male","298"
"Level not Stated",""
"Female","15"
"Male","22"
"Lower Secondary (Class 6-8)",""
"Female","693"
"Male","1259"
"Non Formal Education",""
"Female","261"
"Male","193"
"Others",""
"Female","3"
"Male","8"
"Post Graduate Equivalent and Above",""
"Female","2"
"Male","14"
"Primary Education (1-5 Class)",""
"Female","2729"
"Male","2923"
"Secondary Level (Class 9-10)",""
"Female","215"
"Male","515"
"SLC and Equivalent",""
"Female","187"
"Male","445"
