"Population by Educational Attainment","Number"
"Beginners",""
"Female","119"
"Male","119"
"Graduate and Equivalent",""
"Female","45"
"Male","181"
"Intermediate and Equivalent",""
"Female","198"
"Male","470"
"Level not Stated",""
"Female","17"
"Male","24"
"Lower Secondary (Class 6-8)",""
"Female","878"
"Male","1484"
"Non Formal Education",""
"Female","13"
"Male","9"
"Others",""
"Female","24"
"Male","43"
"Post Graduate Equivalent and Above",""
"Female","23"
"Male","76"
"Primary Education (1-5 Class)",""
"Female","2531"
"Male","3125"
"Secondary Level (Class 9-10)",""
"Female","457"
"Male","945"
"SLC and Equivalent",""
"Female","234"
"Male","553"
