"Population by Educational Attainment","Number"
"Beginners",""
"Female","2125"
"Male","2497"
"Graduate and Equivalent",""
"Female","576"
"Male","1489"
"Intermediate and Equivalent",""
"Female","2070"
"Male","2870"
"Level not Stated",""
"Female","261"
"Male","303"
"Lower Secondary (Class 6-8)",""
"Female","11551"
"Male","10955"
"Non Formal Education",""
"Female","3118"
"Male","2700"
"Others",""
"Female","55"
"Male","41"
"Post Graduate Equivalent and Above",""
"Female","83"
"Male","447"
"Primary Education (1-5 Class)",""
"Female","16679"
"Male","17773"
"Secondary Level (Class 9-10)",""
"Female","5521"
"Male","6223"
"SLC and Equivalent",""
"Female","4287"
"Male","5097"
