"Population by Single Year of Age","Number"
"0",""
"Female","351"
"Male","413"
"1",""
"Female","365"
"Male","364"
"10",""
"Female","495"
"Male","512"
"11",""
"Female","413"
"Male","434"
"12",""
"Female","533"
"Male","591"
"13",""
"Female","402"
"Male","423"
"14",""
"Female","486"
"Male","455"
"15",""
"Female","424"
"Male","396"
"16",""
"Female","415"
"Male","365"
"17",""
"Female","374"
"Male","334"
"18",""
"Female","460"
"Male","393"
"19",""
"Female","288"
"Male","257"
"2",""
"Female","404"
"Male","434"
"20",""
"Female","365"
"Male","277"
"21",""
"Female","260"
"Male","248"
"22",""
"Female","355"
"Male","273"
"23",""
"Female","288"
"Male","183"
"24",""
"Female","277"
"Male","183"
"25",""
"Female","300"
"Male","186"
"26",""
"Female","255"
"Male","163"
"27",""
"Female","247"
"Male","194"
"28",""
"Female","311"
"Male","208"
"29",""
"Female","149"
"Male","111"
"3",""
"Female","431"
"Male","488"
"30",""
"Female","359"
"Male","241"
"31",""
"Female","130"
"Male","102"
"32",""
"Female","226"
"Male","176"
"33",""
"Female","161"
"Male","125"
"34",""
"Female","143"
"Male","133"
"35",""
"Female","375"
"Male","263"
"36",""
"Female","170"
"Male","147"
"37",""
"Female","113"
"Male","102"
"38",""
"Female","173"
"Male","130"
"39",""
"Female","116"
"Male","96"
"4",""
"Female","474"
"Male","502"
"40",""
"Female","315"
"Male","277"
"41",""
"Female","112"
"Male","98"
"42",""
"Female","141"
"Male","131"
"43",""
"Female","85"
"Male","96"
"44",""
"Female","87"
"Male","73"
"45",""
"Female","233"
"Male","175"
"46",""
"Female","106"
"Male","92"
"47",""
"Female","92"
"Male","85"
"48",""
"Female","137"
"Male","120"
"49",""
"Female","51"
"Male","73"
"5",""
"Female","486"
"Male","522"
"50",""
"Female","224"
"Male","172"
"51",""
"Female","74"
"Male","80"
"52",""
"Female","90"
"Male","124"
"53",""
"Female","65"
"Male","65"
"54",""
"Female","63"
"Male","52"
"55",""
"Female","132"
"Male","124"
"56",""
"Female","54"
"Male","80"
"57",""
"Female","43"
"Male","47"
"58",""
"Female","91"
"Male","64"
"59",""
"Female","56"
"Male","61"
"6",""
"Female","439"
"Male","510"
"60",""
"Female","190"
"Male","148"
"61",""
"Female","63"
"Male","72"
"62",""
"Female","75"
"Male","64"
"63",""
"Female","69"
"Male","47"
"64",""
"Female","56"
"Male","68"
"65",""
"Female","140"
"Male","95"
"66",""
"Female","50"
"Male","46"
"67",""
"Female","48"
"Male","43"
"68",""
"Female","68"
"Male","64"
"69",""
"Female","24"
"Male","30"
"7",""
"Female","468"
"Male","476"
"70",""
"Female","80"
"Male","63"
"71",""
"Female","23"
"Male","23"
"72",""
"Female","21"
"Male","28"
"73",""
"Female","17"
"Male","24"
"74",""
"Female","12"
"Male","23"
"75",""
"Female","53"
"Male","30"
"76",""
"Female","10"
"Male","15"
"77",""
"Female","6"
"Male","12"
"78",""
"Female","14"
"Male","21"
"79",""
"Female","8"
"Male","11"
"8",""
"Female","514"
"Male","520"
"80",""
"Female","23"
"Male","17"
"81",""
"Female","3"
"Male","6"
"82",""
"Female","5"
"Male","9"
"83",""
"Female","7"
"Male","2"
"84",""
"Female","9"
"Male","8"
"85",""
"Female","30"
"Male","16"
"9",""
"Female","459"
"Male","423"
