"Population by Educational Attainment","Number"
"Beginners",""
"Female","327"
"Male","359"
"","686"
"Graduate and Equivalent",""
"Female","54"
"Male","139"
"","193"
"Intermediate and Equivalent",""
"Female","375"
"Male","530"
"","905"
"Level not Stated",""
"Female","50"
"Male","59"
"","109"
"Lower Secondary (Class 6-8)",""
"Female","2098"
"Male","2240"
"","4338"
"Non Formal Education",""
"Female","750"
"Male","707"
"","1457"
"Others",""
"Female","2"
"Male","5"
"","7"
"Post Graduate Equivalent and Above",""
"Female","7"
"Male","55"
"","62"
"Primary Education (1-5 Class)",""
"Female","3906"
"Male","4406"
"","8312"
"Secondary Level (Class 9-10)",""
"Female","1095"
"Male","1326"
"","2421"
"SLC and Equivalent",""
"Female","795"
"Male","966"
"","1761"
