"Population by Educational Attainment","Number"
"Beginners",""
"Female","332"
"Male","548"
"Graduate and Equivalent",""
"Female","25"
"Male","107"
"Intermediate and Equivalent",""
"Female","72"
"Male","250"
"Level not Stated",""
"Female","23"
"Male","15"
"Lower Secondary (Class 6-8)",""
"Female","629"
"Male","1535"
"Non Formal Education",""
"Female","47"
"Male","108"
"Others",""
"Female","28"
"Male","15"
"Post Graduate Equivalent and Above",""
"Female","3"
"Male","27"
"Primary Education (1-5 Class)",""
"Female","2402"
"Male","3389"
"Secondary Level (Class 9-10)",""
"Female","178"
"Male","676"
"SLC and Equivalent",""
"Female","182"
"Male","486"
