"Population by Caste/Ethinicity","Number"
"Badhaee",""
"Female","19"
"Male","19"
"Baraee",""
"Female","183"
"Male","192"
"Bin",""
"Female","133"
"Male","144"
"Brahman - Hill",""
"Female","208"
"Male","182"
"Brahman - Tarai",""
"Female","135"
"Male","128"
"Chamar/ Harijan/ Ram",""
"Female","407"
"Male","449"
"Chhetri",""
"Female","8"
"Male","6"
"Damai/Dholi",""
"Female","20"
"Male","22"
"Dhobi",""
"Female","205"
"Male","222"
"Dhunia",""
"Female","299"
"Male","305"
"Dom",""
"Female","24"
"Male","28"
"Dusadh/ Pasawan/ Pasi",""
"Female","421"
"Male","462"
"Hajam/Thakur",""
"Female","187"
"Male","202"
"Kahar",""
"Female","115"
"Male","128"
"Kalwar",""
"Female","179"
"Male","222"
"Kami",""
"Female","14"
"Male","18"
"Kanu",""
"Female","2752"
"Male","2954"
"Kathabaniyan",""
"Female","86"
"Male","107"
"Kayastha",""
"Female","39"
"Male","42"
"Kewat",""
"Female","548"
"Male","546"
"Koiri/Kushwaha",""
"Female","723"
"Male","760"
"Kumhar",""
"Female","120"
"Male","127"
"Kurmi",""
"Female","586"
"Male","621"
"Lohar",""
"Female","226"
"Male","233"
"Magar",""
"Female","6"
"Male","5"
"Mallaha",""
"Female","120"
"Male","140"
"Marwadi",""
"Female","8"
"Male","7"
"Musalman",""
"Female","2014"
"Male","2007"
"Nuniya",""
"Female","177"
"Male","188"
"Others",""
"Female","66"
"Male","23"
"Rajput",""
"Female","94"
"Male","96"
"Sanyasi/Dasnami",""
"Female","133"
"Male","144"
"Sonar",""
"Female","91"
"Male","94"
"Tatma/Tatwa",""
"Female","305"
"Male","327"
"Teli",""
"Female","590"
"Male","642"
"Terai Others",""
"Female","168"
"Male","163"
"Tharu",""
"Female","10"
"Male","9"
"Yadav",""
"Female","1553"
"Male","1613"
"Yakkha",""
"Female","65"
"Male","57"
