"Population by Single Year of Age","Number"
"0",""
"Female","211"
"Male","243"
"1",""
"Female","226"
"Male","228"
"10",""
"Female","591"
"Male","611"
"11",""
"Female","169"
"Male","184"
"12",""
"Female","410"
"Male","452"
"13",""
"Female","190"
"Male","189"
"14",""
"Female","250"
"Male","281"
"15",""
"Female","285"
"Male","318"
"16",""
"Female","226"
"Male","297"
"17",""
"Female","116"
"Male","157"
"18",""
"Female","271"
"Male","354"
"19",""
"Female","77"
"Male","106"
"2",""
"Female","390"
"Male","380"
"20",""
"Female","350"
"Male","372"
"21",""
"Female","82"
"Male","87"
"22",""
"Female","232"
"Male","249"
"23",""
"Female","190"
"Male","118"
"24",""
"Female","182"
"Male","134"
"25",""
"Female","347"
"Male","459"
"26",""
"Female","154"
"Male","138"
"27",""
"Female","100"
"Male","114"
"28",""
"Female","344"
"Male","236"
"29",""
"Female","40"
"Male","47"
"3",""
"Female","401"
"Male","405"
"30",""
"Female","429"
"Male","474"
"31",""
"Female","39"
"Male","42"
"32",""
"Female","229"
"Male","184"
"33",""
"Female","183"
"Male","70"
"34",""
"Female","121"
"Male","82"
"35",""
"Female","388"
"Male","524"
"36",""
"Female","92"
"Male","110"
"37",""
"Female","63"
"Male","64"
"38",""
"Female","269"
"Male","159"
"39",""
"Female","33"
"Male","35"
"4",""
"Female","434"
"Male","451"
"40",""
"Female","333"
"Male","510"
"41",""
"Female","23"
"Male","28"
"42",""
"Female","112"
"Male","117"
"43",""
"Female","111"
"Male","30"
"44",""
"Female","33"
"Male","25"
"45",""
"Female","258"
"Male","416"
"46",""
"Female","28"
"Male","43"
"47",""
"Female","38"
"Male","29"
"48",""
"Female","154"
"Male","66"
"49",""
"Female","15"
"Male","16"
"5",""
"Female","483"
"Male","513"
"50",""
"Female","235"
"Male","335"
"51",""
"Female","26"
"Male","29"
"52",""
"Female","63"
"Male","60"
"53",""
"Female","50"
"Male","23"
"54",""
"Female","23"
"Male","19"
"55",""
"Female","189"
"Male","246"
"56",""
"Female","18"
"Male","26"
"57",""
"Female","20"
"Male","16"
"58",""
"Female","87"
"Male","39"
"59",""
"Female","12"
"Male","25"
"6",""
"Female","439"
"Male","482"
"60",""
"Female","242"
"Male","271"
"61",""
"Female","12"
"Male","12"
"62",""
"Female","60"
"Male","42"
"63",""
"Female","45"
"Male","14"
"64",""
"Female","14"
"Male","16"
"65",""
"Female","231"
"Male","227"
"66",""
"Female","14"
"Male","9"
"67",""
"Female","14"
"Male","21"
"68",""
"Female","64"
"Male","43"
"69",""
"Female","13"
"Male","12"
"7",""
"Female","328"
"Male","331"
"70",""
"Female","143"
"Male","216"
"71",""
"Female","16"
"Male","14"
"72",""
"Female","42"
"Male","35"
"73",""
"Female","17"
"Male","7"
"74",""
"Female","12"
"Male","7"
"75",""
"Female","70"
"Male","83"
"76",""
"Female","1"
"Male","6"
"77",""
"Female","3"
"Male","6"
"78",""
"Female","6"
"Male","2"
"79",""
"Female","1"
"Male","2"
"8",""
"Female","541"
"Male","549"
"80",""
"Female","24"
"Male","29"
"81",""
"Female","0"
"Male","1"
"82",""
"Female","2"
"Male","5"
"83",""
"Female","2"
"Male","0"
"85",""
"Female","22"
"Male","27"
"9",""
"Female","234"
"Male","213"
