"Population by disability type","Number"
"Blind/low vision",""
"Female","77"
"Male","55"
"","132"
"Deaf/hard of hearing",""
"Female","60"
"Male","48"
"","108"
"Deaf-Blind",""
"Female","6"
"Male","2"
"","8"
"Intellectual disable",""
"Female","15"
"Male","19"
"","34"
"Mental disable",""
"Female","10"
"Male","27"
"","37"
"Multiple disable",""
"Female","19"
"Male","20"
"","39"
"No disability",""
"Female","8169"
"Male","6188"
"","14357"
"Physical",""
"Female","160"
"Male","138"
"","298"
"Speech problem",""
"Female","32"
"Male","48"
"","80"
