"Population by Educational Attainment","Number"
"Beginners",""
"Female","370"
"Male","355"
"","725"
"Graduate and Equivalent",""
"Female","12"
"Male","50"
"","62"
"Intermediate and Equivalent",""
"Female","94"
"Male","178"
"","272"
"Level not Stated",""
"Female","14"
"Male","10"
"","24"
"Lower Secondary (Class 6-8)",""
"Female","920"
"Male","1062"
"","1982"
"Non Formal Education",""
"Female","142"
"Male","49"
"","191"
"Others",""
"Female","6"
"Male","4"
"","10"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","11"
"","12"
"Primary Education (1-5 Class)",""
"Female","1925"
"Male","2141"
"","4066"
"Secondary Level (Class 9-10)",""
"Female","349"
"Male","478"
"","827"
"SLC and Equivalent",""
"Female","187"
"Male","276"
"","463"
