"Population by Educational Attainment","Number"
"Beginners",""
"Female","296"
"Male","337"
"Graduate and Equivalent",""
"Female","3"
"Male","28"
"Intermediate and Equivalent",""
"Female","84"
"Male","140"
"Level not Stated",""
"Female","13"
"Male","15"
"Lower Secondary (Class 6-8)",""
"Female","728"
"Male","970"
"Non Formal Education",""
"Female","316"
"Male","272"
"Others",""
"Female","4"
"Male","2"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","9"
"Primary Education (1-5 Class)",""
"Female","2381"
"Male","2637"
"Secondary Level (Class 9-10)",""
"Female","266"
"Male","432"
"SLC and Equivalent",""
"Female","156"
"Male","217"
