"Population by Educational Attainment","Number"
"Beginners",""
"Female","233"
"Male","260"
"Graduate and Equivalent",""
"Female","14"
"Male","84"
"Intermediate and Equivalent",""
"Female","143"
"Male","261"
"Level not Stated",""
"Female","19"
"Male","9"
"Lower Secondary (Class 6-8)",""
"Female","1097"
"Male","1245"
"Non Formal Education",""
"Female","207"
"Male","145"
"Others",""
"Female","2"
"Male","4"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","30"
"Primary Education (1-5 Class)",""
"Female","2413"
"Male","2403"
"Secondary Level (Class 9-10)",""
"Female","481"
"Male","670"
"SLC and Equivalent",""
"Female","223"
"Male","327"
