"Population by Educational Attainment","Number"
"Beginners",""
"Female","507"
"Male","557"
"Graduate and Equivalent",""
"Female","11"
"Male","108"
"Intermediate and Equivalent",""
"Female","135"
"Male","347"
"Level not Stated",""
"Female","33"
"Male","26"
"Lower Secondary (Class 6-8)",""
"Female","666"
"Male","1273"
"Non Formal Education",""
"Female","233"
"Male","173"
"Others",""
"Female","4"
"Male","7"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","22"
"Primary Education (1-5 Class)",""
"Female","2355"
"Male","3149"
"Secondary Level (Class 9-10)",""
"Female","324"
"Male","788"
"SLC and Equivalent",""
"Female","118"
"Male","285"
