"Population by Single Year of Age","Number"
"0",""
"Female","194"
"Male","203"
"1",""
"Female","174"
"Male","195"
"10",""
"Female","236"
"Male","246"
"11",""
"Female","150"
"Male","165"
"12",""
"Female","210"
"Male","218"
"13",""
"Female","182"
"Male","163"
"14",""
"Female","173"
"Male","178"
"15",""
"Female","187"
"Male","188"
"16",""
"Female","181"
"Male","147"
"17",""
"Female","122"
"Male","111"
"18",""
"Female","218"
"Male","208"
"19",""
"Female","102"
"Male","101"
"2",""
"Female","197"
"Male","199"
"20",""
"Female","202"
"Male","164"
"21",""
"Female","103"
"Male","127"
"22",""
"Female","163"
"Male","157"
"23",""
"Female","118"
"Male","105"
"24",""
"Female","127"
"Male","83"
"25",""
"Female","182"
"Male","158"
"26",""
"Female","122"
"Male","124"
"27",""
"Female","102"
"Male","108"
"28",""
"Female","119"
"Male","141"
"29",""
"Female","48"
"Male","55"
"3",""
"Female","263"
"Male","244"
"30",""
"Female","159"
"Male","152"
"31",""
"Female","55"
"Male","49"
"32",""
"Female","106"
"Male","90"
"33",""
"Female","60"
"Male","52"
"34",""
"Female","66"
"Male","47"
"35",""
"Female","162"
"Male","177"
"36",""
"Female","53"
"Male","78"
"37",""
"Female","42"
"Male","46"
"38",""
"Female","86"
"Male","75"
"39",""
"Female","32"
"Male","37"
"4",""
"Female","251"
"Male","251"
"40",""
"Female","149"
"Male","153"
"41",""
"Female","29"
"Male","41"
"42",""
"Female","53"
"Male","54"
"43",""
"Female","42"
"Male","32"
"44",""
"Female","24"
"Male","32"
"45",""
"Female","143"
"Male","96"
"46",""
"Female","38"
"Male","44"
"47",""
"Female","31"
"Male","42"
"48",""
"Female","65"
"Male","82"
"49",""
"Female","30"
"Male","33"
"5",""
"Female","249"
"Male","239"
"50",""
"Female","108"
"Male","133"
"51",""
"Female","20"
"Male","27"
"52",""
"Female","32"
"Male","40"
"53",""
"Female","40"
"Male","29"
"54",""
"Female","13"
"Male","23"
"55",""
"Female","63"
"Male","79"
"56",""
"Female","18"
"Male","34"
"57",""
"Female","20"
"Male","26"
"58",""
"Female","39"
"Male","28"
"59",""
"Female","23"
"Male","26"
"6",""
"Female","213"
"Male","217"
"60",""
"Female","100"
"Male","72"
"61",""
"Female","31"
"Male","29"
"62",""
"Female","25"
"Male","33"
"63",""
"Female","18"
"Male","31"
"64",""
"Female","15"
"Male","22"
"65",""
"Female","37"
"Male","45"
"66",""
"Female","11"
"Male","11"
"67",""
"Female","1"
"Male","9"
"68",""
"Female","10"
"Male","14"
"69",""
"Female","1"
"Male","10"
"7",""
"Female","203"
"Male","222"
"70",""
"Female","13"
"Male","21"
"71",""
"Female","1"
"Male","7"
"72",""
"Female","6"
"Male","6"
"73",""
"Female","2"
"Male","8"
"74",""
"Female","4"
"Male","8"
"75",""
"Female","6"
"Male","9"
"76",""
"Female","0"
"Male","6"
"77",""
"Female","2"
"Male","2"
"78",""
"Female","2"
"Male","2"
"79",""
"Female","1"
"Male","3"
"8",""
"Female","249"
"Male","214"
"80",""
"Female","10"
"Male","5"
"81",""
"Female","2"
"Male","1"
"82",""
"Female","0"
"Male","2"
"83",""
"Female","2"
"Male","1"
"84",""
"Female","2"
"Male","2"
"85",""
"Female","10"
"Male","6"
"9",""
"Female","162"
"Male","140"
