"Population by Educational Attainment","Number"
"Beginners",""
"Female","255"
"Male","291"
"Graduate and Equivalent",""
"Female","3"
"Male","28"
"Intermediate and Equivalent",""
"Female","12"
"Male","89"
"Level not Stated",""
"Female","5"
"Male","6"
"Lower Secondary (Class 6-8)",""
"Female","329"
"Male","801"
"Non Formal Education",""
"Female","29"
"Male","52"
"Others",""
"Female","1"
"Male","3"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","2"
"Primary Education (1-5 Class)",""
"Female","1261"
"Male","2001"
"Secondary Level (Class 9-10)",""
"Female","99"
"Male","364"
"SLC and Equivalent",""
"Female","70"
"Male","251"
