"Population by Caste Ethinicity","Number"
"Badhaee",""
"Female","7"
"Male","8"
"","15"
"Bangali",""
"Female","78"
"Male","82"
"","160"
"Bantaba",""
"Female","14"
"Male","10"
"","24"
"Bantar/Sardar",""
"Female","43"
"Male","51"
"","94"
"Baraee",""
"Female","23"
"Male","22"
"","45"
"Brahman - Hill",""
"Female","1310"
"Male","1127"
"","2437"
"Brahman - Tarai",""
"Female","12"
"Male","9"
"","21"
"Chamar/ Harijan/ Ram",""
"Female","57"
"Male","68"
"","125"
"Chhetri",""
"Female","1292"
"Male","995"
"","2287"
"Dalit Others",""
"Female","13"
"Male","13"
"","26"
"Damai/Dholi",""
"Female","136"
"Male","113"
"","249"
"Dhanuk",""
"Female","206"
"Male","216"
"","422"
"Dhobi",""
"Female","18"
"Male","18"
"","36"
"Dom",""
"Female","19"
"Male","16"
"","35"
"Dusadh/ Pasawan/ Pasi",""
"Female","94"
"Male","87"
"","181"
"Gangai",""
"Female","726"
"Male","741"
"","1467"
"Gharti/Bhujel",""
"Female","81"
"Male","71"
"","152"
"Gurung",""
"Female","21"
"Male","13"
"","34"
"Hajam/Thakur",""
"Female","157"
"Male","164"
"","321"
"Halwai",""
"Female","225"
"Male","216"
"","441"
"Jhangad/ Dhagar",""
"Female","6"
"Male","7"
"","13"
"Kalar",""
"Female","7"
"Male","4"
"","11"
"Kalwar",""
"Female","26"
"Male","28"
"","54"
"Kamar",""
"Female","23"
"Male","23"
"","46"
"Kami",""
"Female","74"
"Male","65"
"","139"
"Kanu",""
"Female","5"
"Male","6"
"","11"
"Kathabaniyan",""
"Female","141"
"Male","150"
"","291"
"Kayastha",""
"Female","49"
"Male","43"
"","92"
"Kewat",""
"Female","32"
"Male","28"
"","60"
"Khatwe",""
"Female","13"
"Male","17"
"","30"
"Koche",""
"Female","141"
"Male","142"
"","283"
"Koiri/Kushwaha",""
"Female","293"
"Male","283"
"","576"
"Kurmi",""
"Female","32"
"Male","36"
"","68"
"Limbu",""
"Female","304"
"Male","275"
"","579"
"Lohar",""
"Female","19"
"Male","12"
"","31"
"Magar",""
"Female","94"
"Male","71"
"","165"
"Majhi",""
"Female","248"
"Male","234"
"","482"
"Mali",""
"Female","56"
"Male","75"
"","131"
"Mallaha",""
"Female","132"
"Male","139"
"","271"
"Marwadi",""
"Female","27"
"Male","34"
"","61"
"Meche",""
"Female","24"
"Male","25"
"","49"
"Musahar",""
"Female","287"
"Male","278"
"","565"
"Musalman",""
"Female","510"
"Male","523"
"","1033"
"Newar",""
"Female","322"
"Male","304"
"","626"
"Nuniya",""
"Female","475"
"Male","434"
"","909"
"Others",""
"Female","52"
"Male","41"
"","93"
"Punjabi/Sikh",""
"Female","67"
"Male","60"
"","127"
"Rai",""
"Female","322"
"Male","272"
"","594"
"Rajbansi",""
"Female","3516"
"Male","3238"
"","6754"
"Rajput",""
"Female","7"
"Male","8"
"","15"
"Sanyasi/Dasnami",""
"Female","552"
"Male","589"
"","1141"
"Sarbaria",""
"Female","70"
"Male","63"
"","133"
"Satar/ Santhal",""
"Female","1592"
"Male","1494"
"","3086"
"Sherpa",""
"Female","17"
"Male","12"
"","29"
"Sonar",""
"Female","11"
"Male","5"
"","16"
"Sudhi",""
"Female","38"
"Male","40"
"","78"
"Tajpuriya",""
"Female","1693"
"Male","1575"
"","3268"
"Tamang",""
"Female","160"
"Male","131"
"","291"
"Tatma/Tatwa",""
"Female","59"
"Male","55"
"","114"
"Teli",""
"Female","262"
"Male","222"
"","484"
"Terai Others",""
"Female","44"
"Male","38"
"","82"
"Thakuri",""
"Female","30"
"Male","25"
"","55"
"Tharu",""
"Female","30"
"Male","39"
"","69"
"Undefined Others",""
"Female","69"
"Male","62"
"","131"
"Yadav",""
"Female","633"
"Male","693"
"","1326"
