"Population by disability type","Number"
"Blind/low vision",""
"Female","917"
"Male","903"
"","1820"
"Deaf/hard of hearing",""
"Female","445"
"Male","413"
"","858"
"Deaf-Blind",""
"Female","73"
"Male","50"
"","123"
"Intellectual disable",""
"Female","86"
"Male","111"
"","197"
"Mental disable",""
"Female","188"
"Male","185"
"","373"
"Multiple disable",""
"Female","226"
"Male","245"
"","471"
"No disability",""
"Female","143588"
"Male","130677"
"","274265"
"Physical",""
"Female","739"
"Male","1101"
"","1840"
"Speech problem",""
"Female","239"
"Male","316"
"","555"
