"Population by Educational Attainment","Number"
"Beginners",""
"Female","2890"
"Male","3522"
"","6412"
"Graduate and Equivalent",""
"Female","3185"
"Male","5295"
"","8480"
"Intermediate and Equivalent",""
"Female","9867"
"Male","10874"
"","20741"
"Level not Stated",""
"Female","313"
"Male","311"
"","624"
"Lower Secondary (Class 6-8)",""
"Female","23263"
"Male","21425"
"","44688"
"Non Formal Education",""
"Female","5813"
"Male","4892"
"","10705"
"Others",""
"Female","109"
"Male","113"
"","222"
"Post Graduate Equivalent and Above",""
"Female","742"
"Male","2381"
"","3123"
"Primary Education (1-5 Class)",""
"Female","29534"
"Male","31352"
"","60886"
"Secondary Level (Class 9-10)",""
"Female","14119"
"Male","13623"
"","27742"
"SLC and Equivalent",""
"Female","14563"
"Male","15674"
"","30237"
