"Population by Mother tongue","Number"
"Avadhi",""
"Female","10"
"Male","11"
"","21"
"Bajjika",""
"Female","3"
"Male","22"
"","25"
"Bangla",""
"Female","50"
"Male","128"
"","178"
"Bhojpuri",""
"Female","1296"
"Male","3353"
"","4649"
"Bhujel",""
"Female","34"
"Male","31"
"","65"
"Bote",""
"Female","373"
"Male","347"
"","720"
"Chepang",""
"Female","139"
"Male","169"
"","308"
"Chinese",""
"Female","2"
"Male","16"
"","18"
"Darai",""
"Female","1154"
"Male","1052"
"","2206"
"Doteli",""
"Female","25"
"Male","19"
"","44"
"Dura",""
"Female","15"
"Male","10"
"","25"
"Ghale",""
"Female","63"
"Male","49"
"","112"
"Gurung",""
"Female","6611"
"Male","5326"
"","11937"
"Hindi",""
"Female","621"
"Male","1277"
"","1898"
"Hyolmo/Yholmo",""
"Female","81"
"Male","82"
"","163"
"Kham",""
"Female","71"
"Male","53"
"","124"
"Kumal",""
"Female","103"
"Male","106"
"","209"
"Limbu",""
"Female","63"
"Male","46"
"","109"
"Magar",""
"Female","2767"
"Male","2094"
"","4861"
"Maithili",""
"Female","725"
"Male","1350"
"","2075"
"Majhi",""
"Female","6"
"Male","13"
"","19"
"Nachhiring",""
"Female","7"
"Male","8"
"","15"
"Nepali",""
"Female","115198"
"Male","103013"
"","218211"
"Newar",""
"Female","3296"
"Male","2950"
"","6246"
"Not Reported",""
"Female","125"
"Male","136"
"","261"
"Others",""
"Female","55"
"Male","100"
"","155"
"Punjabi",""
"Female","5"
"Male","9"
"","14"
"Rai",""
"Female","143"
"Male","157"
"","300"
"Rajsthani",""
"Female","92"
"Male","109"
"","201"
"Santhali",""
"Female","5"
"Male","14"
"","19"
"Sherpa",""
"Female","16"
"Male","16"
"","32"
"Sign Language",""
"Female","10"
"Male","15"
"","25"
"Sunuwar",""
"Female","12"
"Male","40"
"","52"
"Tamang",""
"Female","5283"
"Male","4616"
"","9899"
"Thakali",""
"Female","30"
"Male","24"
"","54"
"Tharu",""
"Female","7777"
"Male","6819"
"","14596"
"Urdu",""
"Female","225"
"Male","405"
"","630"
"Yakkha",""
"Female","10"
"Male","16"
"","26"
