"Population by Mother tongue","Number"
"Avadhi",""
"Female","5"
"Male","18"
"Bahing",""
"Female","8"
"Male","9"
"Baitadeli",""
"Female","13"
"Male","16"
"Bajjika",""
"Female","3"
"Male","8"
"Bangla",""
"Female","25"
"Male","61"
"Bantawa",""
"Female","30"
"Male","34"
"Bhojpuri",""
"Female","351"
"Male","905"
"Chamling",""
"Female","110"
"Male","75"
"Danuwar",""
"Female","14"
"Male","24"
"Dhimal",""
"Female","13"
"Male","18"
"Doteli",""
"Female","63"
"Male","112"
"English",""
"Female","20"
"Male","31"
"Ghale",""
"Female","34"
"Male","28"
"Gurung",""
"Female","204"
"Male","177"
"Hindi",""
"Female","213"
"Male","510"
"Kham",""
"Female","6"
"Male","5"
"Limbu",""
"Female","354"
"Male","323"
"Magar",""
"Female","727"
"Male","674"
"Maithili",""
"Female","1121"
"Male","2132"
"Majhi",""
"Female","41"
"Male","49"
"Nepali",""
"Female","68867"
"Male","68146"
"Newar",""
"Female","63430"
"Male","62898"
"Not Reported",""
"Female","20"
"Male","24"
"Others",""
"Female","222"
"Male","263"
"Rai",""
"Female","639"
"Male","581"
"Rajbanshi",""
"Female","11"
"Male","15"
"Sherpa",""
"Female","89"
"Male","76"
"Sunuwar",""
"Female","121"
"Male","97"
"Tamang",""
"Female","11857"
"Male","11709"
"Thami",""
"Female","20"
"Male","26"
"Tharu",""
"Female","268"
"Male","439"
"Thulung",""
"Female","18"
"Male","17"
"Uranw/Urau",""
"Female","7"
"Male","12"
"Urdu",""
"Female","80"
"Male","177"
"Yakkha",""
"Female","5"
"Male","6"
