"Population by Single Year of Age","Number"
"0",""
"Female","149"
"Male","174"
"1",""
"Female","78"
"Male","88"
"10",""
"Female","155"
"Male","170"
"11",""
"Female","87"
"Male","103"
"12",""
"Female","168"
"Male","167"
"13",""
"Female","101"
"Male","73"
"14",""
"Female","113"
"Male","129"
"15",""
"Female","79"
"Male","104"
"16",""
"Female","100"
"Male","95"
"17",""
"Female","60"
"Male","52"
"18",""
"Female","108"
"Male","110"
"19",""
"Female","43"
"Male","39"
"2",""
"Female","174"
"Male","141"
"20",""
"Female","111"
"Male","76"
"21",""
"Female","49"
"Male","40"
"22",""
"Female","86"
"Male","83"
"23",""
"Female","49"
"Male","47"
"24",""
"Female","73"
"Male","54"
"25",""
"Female","131"
"Male","101"
"26",""
"Female","57"
"Male","67"
"27",""
"Female","61"
"Male","41"
"28",""
"Female","91"
"Male","106"
"29",""
"Female","21"
"Male","18"
"3",""
"Female","163"
"Male","162"
"30",""
"Female","145"
"Male","148"
"31",""
"Female","13"
"Male","17"
"32",""
"Female","53"
"Male","69"
"33",""
"Female","27"
"Male","20"
"34",""
"Female","23"
"Male","33"
"35",""
"Female","114"
"Male","118"
"36",""
"Female","33"
"Male","37"
"37",""
"Female","10"
"Male","3"
"38",""
"Female","50"
"Male","47"
"39",""
"Female","21"
"Male","16"
"4",""
"Female","163"
"Male","181"
"40",""
"Female","100"
"Male","115"
"41",""
"Female","17"
"Male","16"
"42",""
"Female","26"
"Male","29"
"43",""
"Female","17"
"Male","18"
"44",""
"Female","16"
"Male","14"
"45",""
"Female","79"
"Male","95"
"46",""
"Female","27"
"Male","24"
"47",""
"Female","9"
"Male","9"
"48",""
"Female","34"
"Male","27"
"49",""
"Female","12"
"Male","6"
"5",""
"Female","172"
"Male","185"
"50",""
"Female","66"
"Male","71"
"51",""
"Female","6"
"Male","11"
"52",""
"Female","18"
"Male","27"
"53",""
"Female","6"
"Male","9"
"54",""
"Female","7"
"Male","11"
"55",""
"Female","35"
"Male","48"
"56",""
"Female","6"
"Male","13"
"57",""
"Female","11"
"Male","7"
"58",""
"Female","10"
"Male","18"
"59",""
"Female","3"
"Male","5"
"6",""
"Female","176"
"Male","171"
"60",""
"Female","71"
"Male","51"
"61",""
"Female","8"
"Male","12"
"62",""
"Female","13"
"Male","11"
"63",""
"Female","4"
"Male","10"
"64",""
"Female","4"
"Male","4"
"65",""
"Female","34"
"Male","41"
"66",""
"Female","11"
"Male","7"
"67",""
"Female","3"
"Male","4"
"68",""
"Female","6"
"Male","14"
"69",""
"Female","7"
"Male","4"
"7",""
"Female","136"
"Male","131"
"70",""
"Female","39"
"Male","27"
"71",""
"Female","3"
"Male","3"
"72",""
"Female","6"
"Male","10"
"73",""
"Female","2"
"Male","1"
"75",""
"Female","10"
"Male","10"
"76",""
"Female","2"
"Male","4"
"77",""
"Female","0"
"Male","1"
"78",""
"Female","2"
"Male","4"
"79",""
"Female","0"
"Male","1"
"8",""
"Female","175"
"Male","200"
"80",""
"Female","6"
"Male","10"
"81",""
"Female","1"
"Male","2"
"82",""
"Female","1"
"Male","2"
"83",""
"Female","0"
"Male","2"
"84",""
"Female","0"
"Male","1"
"85",""
"Female","6"
"Male","6"
"9",""
"Female","113"
"Male","127"
