"Population by Educational Attainment","Number"
"Beginners",""
"Female","5134"
"Male","6223"
"","11357"
"Graduate and Equivalent",""
"Female","1365"
"Male","4334"
"","5699"
"Intermediate and Equivalent",""
"Female","4799"
"Male","10301"
"","15100"
"Level not Stated",""
"Female","801"
"Male","1182"
"","1983"
"Lower Secondary (Class 6-8)",""
"Female","24422"
"Male","42391"
"","66813"
"Non Formal Education",""
"Female","1216"
"Male","1644"
"","2860"
"Others",""
"Female","358"
"Male","256"
"","614"
"Post Graduate Equivalent and Above",""
"Female","208"
"Male","1096"
"","1304"
"Primary Education (1-5 Class)",""
"Female","66968"
"Male","89831"
"","156799"
"Secondary Level (Class 9-10)",""
"Female","10616"
"Male","22259"
"","32875"
"SLC and Equivalent",""
"Female","8972"
"Male","18414"
"","27386"
