"Population by Educational Attainment","Number"
"Beginners",""
"Female","163"
"Male","222"
"Graduate and Equivalent",""
"Female","48"
"Male","99"
"Intermediate and Equivalent",""
"Female","213"
"Male","235"
"Level not Stated",""
"Female","24"
"Male","17"
"Lower Secondary (Class 6-8)",""
"Female","919"
"Male","1049"
"Non Formal Education",""
"Female","153"
"Male","97"
"Others",""
"Female","2"
"Male","3"
"Post Graduate Equivalent and Above",""
"Female","10"
"Male","20"
"Primary Education (1-5 Class)",""
"Female","2154"
"Male","2363"
"Secondary Level (Class 9-10)",""
"Female","385"
"Male","544"
"SLC and Equivalent",""
"Female","262"
"Male","408"
