"Population by Single Year of Age","Number"
"0",""
"Female","38"
"Male","34"
"1",""
"Female","37"
"Male","41"
"10",""
"Female","52"
"Male","49"
"11",""
"Female","52"
"Male","51"
"12",""
"Female","60"
"Male","46"
"13",""
"Female","59"
"Male","61"
"14",""
"Female","69"
"Male","59"
"15",""
"Female","59"
"Male","67"
"16",""
"Female","42"
"Male","53"
"17",""
"Female","45"
"Male","66"
"18",""
"Female","58"
"Male","82"
"19",""
"Female","45"
"Male","54"
"2",""
"Female","35"
"Male","39"
"20",""
"Female","71"
"Male","75"
"21",""
"Female","48"
"Male","49"
"22",""
"Female","46"
"Male","86"
"23",""
"Female","57"
"Male","81"
"24",""
"Female","43"
"Male","76"
"25",""
"Female","78"
"Male","110"
"26",""
"Female","49"
"Male","122"
"27",""
"Female","47"
"Male","116"
"28",""
"Female","53"
"Male","136"
"29",""
"Female","23"
"Male","64"
"3",""
"Female","45"
"Male","34"
"30",""
"Female","61"
"Male","108"
"31",""
"Female","30"
"Male","48"
"32",""
"Female","51"
"Male","69"
"33",""
"Female","33"
"Male","37"
"34",""
"Female","34"
"Male","62"
"35",""
"Female","54"
"Male","85"
"36",""
"Female","45"
"Male","48"
"37",""
"Female","45"
"Male","54"
"38",""
"Female","44"
"Male","63"
"39",""
"Female","29"
"Male","42"
"4",""
"Female","42"
"Male","32"
"40",""
"Female","64"
"Male","86"
"41",""
"Female","37"
"Male","46"
"42",""
"Female","36"
"Male","50"
"43",""
"Female","21"
"Male","54"
"44",""
"Female","23"
"Male","26"
"45",""
"Female","51"
"Male","74"
"46",""
"Female","22"
"Male","40"
"47",""
"Female","21"
"Male","34"
"48",""
"Female","31"
"Male","42"
"49",""
"Female","25"
"Male","33"
"5",""
"Female","42"
"Male","49"
"50",""
"Female","49"
"Male","64"
"51",""
"Female","17"
"Male","34"
"52",""
"Female","27"
"Male","38"
"53",""
"Female","17"
"Male","36"
"54",""
"Female","20"
"Male","21"
"55",""
"Female","39"
"Male","51"
"56",""
"Female","15"
"Male","29"
"57",""
"Female","32"
"Male","22"
"58",""
"Female","22"
"Male","19"
"59",""
"Female","15"
"Male","17"
"6",""
"Female","42"
"Male","42"
"60",""
"Female","41"
"Male","29"
"61",""
"Female","28"
"Male","18"
"62",""
"Female","23"
"Male","26"
"63",""
"Female","21"
"Male","15"
"64",""
"Female","20"
"Male","9"
"65",""
"Female","23"
"Male","27"
"66",""
"Female","18"
"Male","18"
"67",""
"Female","10"
"Male","12"
"68",""
"Female","18"
"Male","15"
"69",""
"Female","10"
"Male","8"
"7",""
"Female","53"
"Male","53"
"70",""
"Female","30"
"Male","21"
"71",""
"Female","15"
"Male","12"
"72",""
"Female","14"
"Male","15"
"73",""
"Female","16"
"Male","11"
"74",""
"Female","11"
"Male","5"
"75",""
"Female","13"
"Male","9"
"76",""
"Female","10"
"Male","5"
"77",""
"Female","8"
"Male","7"
"78",""
"Female","4"
"Male","7"
"79",""
"Female","6"
"Male","3"
"8",""
"Female","44"
"Male","43"
"80",""
"Female","9"
"Male","7"
"81",""
"Female","4"
"Male","5"
"82",""
"Female","4"
"Male","2"
"83",""
"Female","2"
"Male","2"
"84",""
"Female","4"
"Male","2"
"85",""
"Female","16"
"Male","16"
"9",""
"Female","55"
"Male","53"
