"Population by Mother tongue","Number"
"Achhami",""
"Female","5696"
"Male","4567"
"","10263"
"Avadhi",""
"Female","30"
"Male","37"
"","67"
"Baitadeli",""
"Female","12291"
"Male","10999"
"","23290"
"Bajhangi",""
"Female","9906"
"Male","8258"
"","18164"
"Bajureli",""
"Female","3659"
"Male","3175"
"","6834"
"Bangla",""
"Female","42"
"Male","59"
"","101"
"Bhojpuri",""
"Female","97"
"Male","97"
"","194"
"Bhujel",""
"Female","19"
"Male","14"
"","33"
"Bote",""
"Female","98"
"Male","100"
"","198"
"Dadeldhuri",""
"Female","64"
"Male","53"
"","117"
"Dailekhi",""
"Female","540"
"Male","422"
"","962"
"Darchuleli",""
"Female","2479"
"Male","2256"
"","4735"
"Doteli",""
"Female","94099"
"Male","84342"
"","178441"
"English",""
"Female","6"
"Male","5"
"","11"
"Gurung",""
"Female","278"
"Male","208"
"","486"
"Hindi",""
"Female","791"
"Male","1094"
"","1885"
"Jumli",""
"Female","66"
"Male","54"
"","120"
"Kham",""
"Female","9"
"Male","8"
"","17"
"Khash",""
"Female","53"
"Male","49"
"","102"
"Limbu",""
"Female","12"
"Male","11"
"","23"
"Magar",""
"Female","3780"
"Male","3519"
"","7299"
"Maithili",""
"Female","570"
"Male","624"
"","1194"
"Majhi",""
"Female","36"
"Male","37"
"","73"
"Nepali",""
"Female","38021"
"Male","33215"
"","71236"
"Newar",""
"Female","226"
"Male","188"
"","414"
"Not Reported",""
"Female","153"
"Male","139"
"","292"
"Others",""
"Female","430"
"Male","386"
"","816"
"Pahari",""
"Female","13"
"Male","9"
"","22"
"Rai",""
"Female","17"
"Male","16"
"","33"
"Rajbanshi",""
"Female","11"
"Male","10"
"","21"
"Raji",""
"Female","54"
"Male","47"
"","101"
"Sherpa",""
"Female","7"
"Male","4"
"","11"
"Sign Language",""
"Female","79"
"Male","56"
"","135"
"Sonaha",""
"Female","32"
"Male","30"
"","62"
"Surel",""
"Female","22"
"Male","18"
"","40"
"Tamang",""
"Female","3252"
"Male","2712"
"","5964"
"Tharu",""
"Female","58079"
"Male","56458"
"","114537"
"Uranw/Urau",""
"Female","61"
"Male","60"
"","121"
"Urdu",""
"Female","42"
"Male","47"
"","89"
