"Population by Educational Attainment","Number"
"Beginners",""
"Female","3749"
"Male","4183"
"Graduate and Equivalent",""
"Female","552"
"Male","1472"
"Intermediate and Equivalent",""
"Female","3703"
"Male","4036"
"Level not Stated",""
"Female","270"
"Male","306"
"Lower Secondary (Class 6-8)",""
"Female","21575"
"Male","22015"
"Non Formal Education",""
"Female","5086"
"Male","4654"
"Others",""
"Female","76"
"Male","65"
"Post Graduate Equivalent and Above",""
"Female","78"
"Male","477"
"Primary Education (1-5 Class)",""
"Female","38915"
"Male","44176"
"Secondary Level (Class 9-10)",""
"Female","10333"
"Male","10758"
"SLC and Equivalent",""
"Female","11125"
"Male","11294"
