"Population by Caste/Ethinicity","Number"
"#VALUE!",""
"Female","10"
"Male","6"
"Amat",""
"Female","4"
"Male","9"
"Badhaee",""
"Female","9"
"Male","8"
"Badi",""
"Female","70"
"Male","77"
"Bahing",""
"Female","36"
"Male","30"
"Bangali",""
"Female","23"
"Male","45"
"Bantaba",""
"Female","98"
"Male","60"
"Bantar/Sardar",""
"Female","15"
"Male","17"
"Baraee",""
"Female","51"
"Male","66"
"Bhote",""
"Female","21"
"Male","19"
"Bote",""
"Female","104"
"Male","90"
"Brahman - Hill",""
"Female","10135"
"Male","8682"
"Brahman - Tarai",""
"Female","61"
"Male","65"
"Chamar/ Harijan/ Ram",""
"Female","60"
"Male","56"
"Chamling",""
"Female","474"
"Male","388"
"Chhetri",""
"Female","36354"
"Male","31372"
"Damai/Dholi",""
"Female","4749"
"Male","4197"
"Danuwar",""
"Female","5075"
"Male","4171"
"Dhanuk",""
"Female","56"
"Male","74"
"Dhimal",""
"Female","263"
"Male","210"
"Dhobi",""
"Female","21"
"Male","17"
"Dom",""
"Female","99"
"Male","106"
"Dusadh/ Pasawan/ Pasi",""
"Female","26"
"Male","19"
"Gaderi/Bhedihar",""
"Female","26"
"Male","24"
"Gharti/Bhujel",""
"Female","1417"
"Male","1328"
"Gurung",""
"Female","213"
"Male","205"
"Hajam/Thakur",""
"Female","310"
"Male","336"
"Halwai",""
"Female","525"
"Male","498"
"Hayu",""
"Female","15"
"Male","8"
"Jhangad/ Dhagar",""
"Female","43"
"Male","26"
"Kalar",""
"Female","55"
"Male","34"
"Kalwar",""
"Female","257"
"Male","291"
"Kami",""
"Female","8674"
"Male","7631"
"Kathabaniyan",""
"Female","535"
"Male","581"
"Kayastha",""
"Female","61"
"Male","82"
"Kewat",""
"Female","28"
"Male","17"
"Koiri/Kushwaha",""
"Female","71"
"Male","84"
"Kumal",""
"Female","45"
"Male","45"
"Kumhar",""
"Female","9"
"Male","6"
"Kurmi",""
"Female","13"
"Male","14"
"Limbu",""
"Female","225"
"Male","183"
"Magar",""
"Female","23251"
"Male","20577"
"Majhi",""
"Female","1721"
"Male","1499"
"Mallaha",""
"Female","69"
"Male","87"
"Marwadi",""
"Female","30"
"Male","28"
"Musahar",""
"Female","1795"
"Male","1894"
"Musalman",""
"Female","1109"
"Male","1041"
"Newar",""
"Female","5689"
"Male","5118"
"Others",""
"Female","282"
"Male","302"
"Pahari",""
"Female","31"
"Male","33"
"Rai",""
"Female","29077"
"Male","25542"
"Rajbansi",""
"Female","15"
"Male","15"
"Rajdhob",""
"Female","15"
"Male","13"
"Rajput",""
"Female","42"
"Male","42"
"Samgpang",""
"Female","17"
"Male","14"
"Sanyasi/Dasnami",""
"Female","999"
"Male","883"
"Sarki",""
"Female","4309"
"Male","4004"
"Satar/ Santhal",""
"Female","8"
"Male","4"
"Sherpa",""
"Female","316"
"Male","232"
"Sonar",""
"Female","117"
"Male","115"
"Sudhi",""
"Female","261"
"Male","265"
"Sunuwar",""
"Female","1460"
"Male","1323"
"Tamang",""
"Female","11595"
"Male","10019"
"Teli",""
"Female","590"
"Male","639"
"Terai Others",""
"Female","91"
"Male","73"
"Thakuri",""
"Female","1137"
"Male","992"
"Thami",""
"Female","121"
"Male","95"
"Tharu",""
"Female","12794"
"Male","11313"
"Thulung",""
"Female","24"
"Male","13"
"Undefined Others",""
"Female","165"
"Male","121"
"Walung",""
"Female","7"
"Male","6"
"Yadav",""
"Female","195"
"Male","282"
