"Population by disability type","Number"
"Blind/low vision",""
"Female","69"
"Male","73"
"","142"
"Deaf/hard of hearing",""
"Female","90"
"Male","76"
"","166"
"Deaf-Blind",""
"Female","9"
"Male","3"
"","12"
"Intellectual disable",""
"Female","27"
"Male","32"
"","59"
"Mental disable",""
"Female","44"
"Male","60"
"","104"
"Multiple disable",""
"Female","28"
"Male","39"
"","67"
"No disability",""
"Female","39560"
"Male","37796"
"","77356"
"Physical",""
"Female","128"
"Male","135"
"","263"
"Speech problem",""
"Female","64"
"Male","68"
"","132"
