"Population by Educational Attainment","Number"
"Beginners",""
"Female","893"
"Male","1055"
"","1948"
"Graduate and Equivalent",""
"Female","977"
"Male","1695"
"","2672"
"Intermediate and Equivalent",""
"Female","2781"
"Male","3481"
"","6262"
"Level not Stated",""
"Female","152"
"Male","164"
"","316"
"Lower Secondary (Class 6-8)",""
"Female","4572"
"Male","5692"
"","10264"
"Non Formal Education",""
"Female","1729"
"Male","1726"
"","3455"
"Others",""
"Female","26"
"Male","23"
"","49"
"Post Graduate Equivalent and Above",""
"Female","271"
"Male","594"
"","865"
"Primary Education (1-5 Class)",""
"Female","6963"
"Male","8470"
"","15433"
"Secondary Level (Class 9-10)",""
"Female","3179"
"Male","3829"
"","7008"
"SLC and Equivalent",""
"Female","2948"
"Male","3786"
"","6734"
