"Population by Educational Attainment","Number"
"Beginners",""
"Female","8735"
"Male","9917"
"","18652"
"Graduate and Equivalent",""
"Female","3562"
"Male","7628"
"","11190"
"Intermediate and Equivalent",""
"Female","11921"
"Male","15764"
"","27685"
"Level not Stated",""
"Female","861"
"Male","892"
"","1753"
"Lower Secondary (Class 6-8)",""
"Female","43660"
"Male","49369"
"","93029"
"Non Formal Education",""
"Female","9084"
"Male","9006"
"","18090"
"Others",""
"Female","96"
"Male","108"
"","204"
"Post Graduate Equivalent and Above",""
"Female","737"
"Male","2235"
"","2972"
"Primary Education (1-5 Class)",""
"Female","79682"
"Male","91810"
"","171492"
"Secondary Level (Class 9-10)",""
"Female","29012"
"Male","33164"
"","62176"
"SLC and Equivalent",""
"Female","31659"
"Male","34538"
"","66197"
