"Population by Caste Ethinicity","Number"
"Amat",""
"Female","250"
"Male","246"
"","496"
"Badhaee",""
"Female","855"
"Male","920"
"","1775"
"Badi",""
"Female","221"
"Male","204"
"","425"
"Bahing",""
"Female","128"
"Male","111"
"","239"
"Bangali",""
"Female","1243"
"Male","1287"
"","2530"
"Bantaba",""
"Female","1081"
"Male","935"
"","2016"
"Bantar/Sardar",""
"Female","5686"
"Male","5565"
"","11251"
"Baraee",""
"Female","408"
"Male","421"
"","829"
"Bhote",""
"Female","228"
"Male","215"
"","443"
"Bin",""
"Female","10"
"Male","10"
"","20"
"Brahman - Hill",""
"Female","31386"
"Male","28210"
"","59596"
"Brahman - Tarai",""
"Female","1774"
"Male","1872"
"","3646"
"Byasi/Sauka",""
"Female","78"
"Male","76"
"","154"
"Chamar/ Harijan/ Ram",""
"Female","4629"
"Male","4417"
"","9046"
"Chamling",""
"Female","598"
"Male","537"
"","1135"
"Chhetri",""
"Female","37329"
"Male","31655"
"","68984"
"Dalit Others",""
"Female","175"
"Male","177"
"","352"
"Damai/Dholi",""
"Female","3912"
"Male","3261"
"","7173"
"Danuwar",""
"Female","486"
"Male","425"
"","911"
"Dev",""
"Female","81"
"Male","89"
"","170"
"Dhanuk",""
"Female","6089"
"Male","6254"
"","12343"
"Dhimal",""
"Female","2069"
"Male","1796"
"","3865"
"Dhobi",""
"Female","286"
"Male","297"
"","583"
"Dhunia",""
"Female","56"
"Male","69"
"","125"
"Dom",""
"Female","570"
"Male","569"
"","1139"
"Dusadh/ Pasawan/ Pasi",""
"Female","1465"
"Male","1586"
"","3051"
"Foreigner",""
"Female","44"
"Male","45"
"","89"
"Gaderi/Bhedihar",""
"Female","1062"
"Male","1047"
"","2109"
"Gangai",""
"Female","14"
"Male","18"
"","32"
"Ghale",""
"Female","40"
"Male","24"
"","64"
"Gharti/Bhujel",""
"Female","2190"
"Male","2000"
"","4190"
"Gurung",""
"Female","4216"
"Male","3498"
"","7714"
"Hajam/Thakur",""
"Female","2072"
"Male","2045"
"","4117"
"Halkhor",""
"Female","11"
"Male","19"
"","30"
"Halwai",""
"Female","3958"
"Male","4118"
"","8076"
"Janajati Others",""
"Female","22"
"Male","25"
"","47"
"Jhangad/ Dhagar",""
"Female","12101"
"Male","11047"
"","23148"
"Kahar",""
"Female","22"
"Male","17"
"","39"
"Kalwar",""
"Female","958"
"Male","1045"
"","2003"
"Kamar",""
"Female","130"
"Male","131"
"","261"
"Kami",""
"Female","8719"
"Male","7867"
"","16586"
"Kanu",""
"Female","16"
"Male","22"
"","38"
"Kathabaniyan",""
"Female","2853"
"Male","3081"
"","5934"
"Kayastha",""
"Female","631"
"Male","671"
"","1302"
"Kewat",""
"Female","1261"
