"Population by disability type","Number"
"Blind/low vision",""
"Female","733"
"Male","844"
"","1577"
"Deaf/hard of hearing",""
"Female","600"
"Male","610"
"","1210"
"Deaf-Blind",""
"Female","78"
"Male","92"
"","170"
"Intellectual disable",""
"Female","134"
"Male","189"
"","323"
"Mental disable",""
"Female","402"
"Male","439"
"","841"
"Multiple disable",""
"Female","375"
"Male","485"
"","860"
"No disability",""
"Female","386137"
"Male","356859"
"","742996"
"Physical",""
"Female","1484"
"Male","2221"
"","3705"
"Speech problem",""
"Female","750"
"Male","812"
"","1562"
