"Population by Educational Attainment","Number"
"Beginners",""
"Female","146"
"Male","201"
"","347"
"Graduate and Equivalent",""
"Female","25"
"Male","146"
"","171"
"Intermediate and Equivalent",""
"Female","199"
"Male","455"
"","654"
"Level not Stated",""
"Female","22"
"Male","27"
"","49"
"Lower Secondary (Class 6-8)",""
"Female","794"
"Male","1820"
"","2614"
"Non Formal Education",""
"Female","16"
"Male","47"
"","63"
"Others",""
"Female","6"
"Male","3"
"","9"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","40"
"","40"
"Primary Education (1-5 Class)",""
"Female","3362"
"Male","4961"
"","8323"
"Secondary Level (Class 9-10)",""
"Female","259"
"Male","693"
"","952"
"SLC and Equivalent",""
"Female","206"
"Male","737"
"","943"
