"Population by Single Year of Age","Number"
"0",""
"Female","228"
"Male","227"
"1",""
"Female","185"
"Male","184"
"10",""
"Female","428"
"Male","429"
"11",""
"Female","412"
"Male","370"
"12",""
"Female","456"
"Male","472"
"13",""
"Female","436"
"Male","400"
"14",""
"Female","438"
"Male","433"
"15",""
"Female","463"
"Male","393"
"16",""
"Female","422"
"Male","373"
"17",""
"Female","393"
"Male","312"
"18",""
"Female","404"
"Male","344"
"19",""
"Female","264"
"Male","175"
"2",""
"Female","244"
"Male","242"
"20",""
"Female","295"
"Male","222"
"21",""
"Female","243"
"Male","160"
"22",""
"Female","308"
"Male","218"
"23",""
"Female","200"
"Male","154"
"24",""
"Female","215"
"Male","187"
"25",""
"Female","249"
"Male","191"
"26",""
"Female","183"
"Male","132"
"27",""
"Female","175"
"Male","142"
"28",""
"Female","238"
"Male","188"
"29",""
"Female","95"
"Male","117"
"3",""
"Female","272"
"Male","268"
"30",""
"Female","339"
"Male","198"
"31",""
"Female","103"
"Male","77"
"32",""
"Female","219"
"Male","135"
"33",""
"Female","129"
"Male","95"
"34",""
"Female","140"
"Male","98"
"35",""
"Female","299"
"Male","232"
"36",""
"Female","176"
"Male","139"
"37",""
"Female","117"
"Male","98"
"38",""
"Female","164"
"Male","139"
"39",""
"Female","112"
"Male","94"
"4",""
"Female","270"
"Male","296"
"40",""
"Female","339"
"Male","289"
"41",""
"Female","106"
"Male","81"
"42",""
"Female","163"
"Male","148"
"43",""
"Female","113"
"Male","83"
"44",""
"Female","97"
"Male","82"
"45",""
"Female","248"
"Male","203"
"46",""
"Female","141"
"Male","97"
"47",""
"Female","89"
"Male","93"
"48",""
"Female","173"
"Male","160"
"49",""
"Female","104"
"Male","96"
"5",""
"Female","286"
"Male","322"
"50",""
"Female","252"
"Male","258"
"51",""
"Female","82"
"Male","80"
"52",""
"Female","126"
"Male","163"
"53",""
"Female","90"
"Male","73"
"54",""
"Female","77"
"Male","71"
"55",""
"Female","158"
"Male","157"
"56",""
"Female","116"
"Male","101"
"57",""
"Female","63"
"Male","89"
"58",""
"Female","99"
"Male","95"
"59",""
"Female","62"
"Male","79"
"6",""
"Female","341"
"Male","311"
"60",""
"Female","204"
"Male","205"
"61",""
"Female","38"
"Male","71"
"62",""
"Female","88"
"Male","64"
"63",""
"Female","63"
"Male","70"
"64",""
"Female","48"
"Male","38"
"65",""
"Female","144"
"Male","99"
"66",""
"Female","56"
"Male","55"
"67",""
"Female","67"
"Male","77"
"68",""
"Female","83"
"Male","108"
"69",""
"Female","27"
"Male","34"
"7",""
"Female","360"
"Male","318"
"70",""
"Female","149"
"Male","109"
"71",""
"Female","40"
"Male","33"
"72",""
"Female","71"
"Male","59"
"73",""
"Female","35"
"Male","38"
"74",""
"Female","26"
"Male","33"
"75",""
"Female","58"
"Male","57"
"76",""
"Female","33"
"Male","41"
"77",""
"Female","31"
"Male","30"
"78",""
"Female","34"
"Male","54"
"79",""
"Female","16"
"Male","15"
"8",""
"Female","377"
"Male","384"
"80",""
"Female","48"
"Male","39"
"81",""
"Female","11"
"Male","11"
"82",""
"Female","18"
"Male","14"
"83",""
"Female","11"
"Male","12"
"84",""
"Female","18"
"Male","15"
"85",""
"Female","56"
"Male","53"
"9",""
"Female","366"
"Male","344"
