"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","127"
"Male","134"
"Brahman - Hill",""
"Female","11725"
"Male","10573"
"Chamar/ Harijan/ Ram",""
"Female","9"
"Male","4"
"Chhetri",""
"Female","40479"
"Male","35149"
"Dalit Others",""
"Female","141"
"Male","135"
"Damai/Dholi",""
"Female","2823"
"Male","2473"
"Gurung",""
"Female","115"
"Male","91"
"Hajam/Thakur",""
"Female","17"
"Male","12"
"Kami",""
"Female","8218"
"Male","6672"
"Kumal",""
"Female","7"
"Male","7"
"Limbu",""
"Female","21"
"Male","15"
"Lohar",""
"Female","1216"
"Male","1012"
"Magar",""
"Female","2632"
"Male","2482"
"Musalman",""
"Female","13"
"Male","24"
"Newar",""
"Female","670"
"Male","546"
"Others",""
"Female","148"
"Male","94"
"Rai",""
"Female","31"
"Male","37"
"Rajput",""
"Female","17"
"Male","11"
"Raute",""
"Female","129"
"Male","140"
"Sanyasi/Dasnami",""
"Female","1315"
"Male","1209"
"Sarki",""
"Female","3328"
"Male","2954"
"Sherpa",""
"Female","12"
"Male","5"
"Tamang",""
"Female","24"
"Male","30"
"Terai Others",""
"Female","11"
"Male","18"
"Thakuri",""
"Female","2027"
"Male","1511"
"Tharu",""
"Female","40"
"Male","47"
"Yadav",""
"Female","192"
"Male","132"
