"Population by Educational Attainment","Number"
"Beginners",""
"Female","272"
"Male","276"
"Graduate and Equivalent",""
"Female","9"
"Male","86"
"Intermediate and Equivalent",""
"Female","175"
"Male","319"
"Level not Stated",""
"Female","34"
"Male","28"
"Lower Secondary (Class 6-8)",""
"Female","929"
"Male","930"
"Non Formal Education",""
"Female","277"
"Male","204"
"Others",""
"Female","9"
"Male","7"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","9"
"Primary Education (1-5 Class)",""
"Female","2195"
"Male","2249"
"Secondary Level (Class 9-10)",""
"Female","397"
"Male","630"
"SLC and Equivalent",""
"Female","206"
"Male","429"
