"Population by Single Year of Age","Number"
"0",""
"Female","196"
"Male","187"
"1",""
"Female","177"
"Male","153"
"10",""
"Female","267"
"Male","275"
"11",""
"Female","267"
"Male","220"
"12",""
"Female","304"
"Male","311"
"13",""
"Female","276"
"Male","207"
"14",""
"Female","286"
"Male","252"
"15",""
"Female","243"
"Male","204"
"16",""
"Female","294"
"Male","189"
"17",""
"Female","166"
"Male","137"
"18",""
"Female","267"
"Male","220"
"19",""
"Female","138"
"Male","132"
"2",""
"Female","242"
"Male","248"
"20",""
"Female","216"
"Male","136"
"21",""
"Female","136"
"Male","97"
"22",""
"Female","192"
"Male","111"
"23",""
"Female","140"
"Male","90"
"24",""
"Female","146"
"Male","89"
"25",""
"Female","199"
"Male","117"
"26",""
"Female","155"
"Male","86"
"27",""
"Female","97"
"Male","83"
"28",""
"Female","163"
"Male","96"
"29",""
"Female","64"
"Male","58"
"3",""
"Female","256"
"Male","243"
"30",""
"Female","190"
"Male","98"
"31",""
"Female","69"
"Male","46"
"32",""
"Female","110"
"Male","82"
"33",""
"Female","96"
"Male","44"
"34",""
"Female","96"
"Male","51"
"35",""
"Female","181"
"Male","111"
"36",""
"Female","77"
"Male","48"
"37",""
"Female","45"
"Male","40"
"38",""
"Female","84"
"Male","73"
"39",""
"Female","52"
"Male","40"
"4",""
"Female","303"
"Male","282"
"40",""
"Female","193"
"Male","86"
"41",""
"Female","48"
"Male","37"
"42",""
"Female","67"
"Male","50"
"43",""
"Female","44"
"Male","24"
"44",""
"Female","48"
"Male","28"
"45",""
"Female","163"
"Male","89"
"46",""
"Female","44"
"Male","49"
"47",""
"Female","36"
"Male","24"
"48",""
"Female","87"
"Male","57"
"49",""
"Female","35"
"Male","28"
"5",""
"Female","293"
"Male","290"
"50",""
"Female","157"
"Male","85"
"51",""
"Female","27"
"Male","22"
"52",""
"Female","43"
"Male","42"
"53",""
"Female","26"
"Male","19"
"54",""
"Female","43"
"Male","21"
"55",""
"Female","113"
"Male","80"
"56",""
"Female","31"
"Male","31"
"57",""
"Female","18"
"Male","17"
"58",""
"Female","60"
"Male","21"
"59",""
"Female","25"
"Male","27"
"6",""
"Female","250"
"Male","280"
"60",""
"Female","171"
"Male","74"
"61",""
"Female","42"
"Male","29"
"62",""
"Female","56"
"Male","35"
"63",""
"Female","41"
"Male","19"
"64",""
"Female","38"
"Male","20"
"65",""
"Female","157"
"Male","72"
"66",""
"Female","27"
"Male","21"
"67",""
"Female","21"
"Male","15"
"68",""
"Female","36"
"Male","29"
"69",""
"Female","20"
"Male","11"
"7",""
"Female","232"
"Male","243"
"70",""
"Female","145"
"Male","67"
"71",""
"Female","28"
"Male","14"
"72",""
"Female","39"
"Male","34"
"73",""
"Female","29"
"Male","11"
"74",""
"Female","10"
"Male","11"
"75",""
"Female","83"
"Male","54"
"76",""
"Female","27"
"Male","13"
"77",""
"Female","5"
"Male","5"
"78",""
"Female","16"
"Male","17"
"79",""
"Female","9"
"Male","8"
"8",""
"Female","276"
"Male","242"
"80",""
"Female","34"
"Male","17"
"81",""
"Female","5"
"Male","6"
"82",""
"Female","7"
"Male","4"
"83",""
"Female","5"
"Male","3"
"84",""
"Female","2"
"Male","1"
"85",""
"Female","27"
"Male","19"
"9",""
"Female","235"
"Male","205"
