"Population by Educational Attainment","Number"
"Beginners",""
"Female","325"
"Male","381"
"","706"
"Graduate and Equivalent",""
"Female","32"
"Male","79"
"","111"
"Intermediate and Equivalent",""
"Female","182"
"Male","212"
"","394"
"Level not Stated",""
"Female","40"
"Male","62"
"","102"
"Lower Secondary (Class 6-8)",""
"Female","1707"
"Male","1898"
"","3605"
"Non Formal Education",""
"Female","622"
"Male","696"
"","1318"
"Others",""
"Female","10"
"Male","18"
"","28"
"Post Graduate Equivalent and Above",""
"Female","3"
"Male","26"
"","29"
"Primary Education (1-5 Class)",""
"Female","3897"
"Male","4489"
"","8386"
"Secondary Level (Class 9-10)",""
"Female","794"
"Male","850"
"","1644"
"SLC and Equivalent",""
"Female","418"
"Male","633"
"","1051"
