"Population by Single Year of Age","Number"
"0",""
"Female","198"
"Male","224"
"1",""
"Female","161"
"Male","192"
"10",""
"Female","383"
"Male","359"
"11",""
"Female","272"
"Male","299"
"12",""
"Female","425"
"Male","404"
"13",""
"Female","313"
"Male","353"
"14",""
"Female","352"
"Male","340"
"15",""
"Female","319"
"Male","267"
"16",""
"Female","314"
"Male","303"
"17",""
"Female","238"
"Male","222"
"18",""
"Female","397"
"Male","306"
"19",""
"Female","212"
"Male","172"
"2",""
"Female","235"
"Male","260"
"20",""
"Female","379"
"Male","189"
"21",""
"Female","206"
"Male","115"
"22",""
"Female","231"
"Male","182"
"23",""
"Female","189"
"Male","119"
"24",""
"Female","202"
"Male","97"
"25",""
"Female","303"
"Male","170"
"26",""
"Female","146"
"Male","111"
"27",""
"Female","144"
"Male","107"
"28",""
"Female","242"
"Male","175"
"29",""
"Female","90"
"Male","63"
"3",""
"Female","258"
"Male","270"
"30",""
"Female","310"
"Male","208"
"31",""
"Female","55"
"Male","51"
"32",""
"Female","182"
"Male","123"
"33",""
"Female","94"
"Male","77"
"34",""
"Female","128"
"Male","80"
"35",""
"Female","371"
"Male","238"
"36",""
"Female","121"
"Male","100"
"37",""
"Female","48"
"Male","50"
"38",""
"Female","152"
"Male","99"
"39",""
"Female","46"
"Male","47"
"4",""
"Female","257"
"Male","269"
"40",""
"Female","294"
"Male","240"
"41",""
"Female","58"
"Male","43"
"42",""
"Female","86"
"Male","92"
"43",""
"Female","67"
"Male","52"
"44",""
"Female","43"
"Male","41"
"45",""
"Female","183"
"Male","190"
"46",""
"Female","61"
"Male","49"
"47",""
"Female","50"
"Male","22"
"48",""
"Female","77"
"Male","71"
"49",""
"Female","31"
"Male","29"
"5",""
"Female","271"
"Male","284"
"50",""
"Female","191"
"Male","136"
"51",""
"Female","25"
"Male","43"
"52",""
"Female","54"
"Male","50"
"53",""
"Female","34"
"Male","41"
"54",""
"Female","31"
"Male","27"
"55",""
"Female","141"
"Male","122"
"56",""
"Female","38"
"Male","43"
"57",""
"Female","36"
"Male","29"
"58",""
"Female","42"
"Male","60"
"59",""
"Female","36"
"Male","27"
"6",""
"Female","304"
"Male","314"
"60",""
"Female","171"
"Male","134"
"61",""
"Female","32"
"Male","37"
"62",""
"Female","51"
"Male","30"
"63",""
"Female","38"
"Male","25"
"64",""
"Female","24"
"Male","25"
"65",""
"Female","118"
"Male","91"
"66",""
"Female","27"
"Male","29"
"67",""
"Female","11"
"Male","24"
"68",""
"Female","30"
"Male","34"
"69",""
"Female","7"
"Male","9"
"7",""
"Female","216"
"Male","269"
"70",""
"Female","86"
"Male","89"
"71",""
"Female","8"
"Male","18"
"72",""
"Female","21"
"Male","17"
"73",""
"Female","10"
"Male","9"
"74",""
"Female","5"
"Male","7"
"75",""
"Female","44"
"Male","27"
"76",""
"Female","9"
"Male","12"
"77",""
"Female","6"
"Male","1"
"78",""
"Female","10"
"Male","16"
"79",""
"Female","3"
"Male","8"
"8",""
"Female","355"
"Male","376"
"80",""
"Female","33"
"Male","19"
"81",""
"Female","2"
"Male","5"
"82",""
"Female","3"
"Male","4"
"83",""
"Female","2"
"Male","1"
"84",""
"Female","4"
"Male","4"
"85",""
"Female","29"
"Male","24"
"9",""
"Female","228"
"Male","250"
