"Population by Educational Attainment","Number"
"Beginners",""
"Female","294"
"Male","378"
"Graduate and Equivalent",""
"Female","30"
"Male","98"
"Intermediate and Equivalent",""
"Female","134"
"Male","302"
"Level not Stated",""
"Female","21"
"Male","17"
"Lower Secondary (Class 6-8)",""
"Female","1498"
"Male","1789"
"Non Formal Education",""
"Female","119"
"Male","122"
"Others",""
"Female","3"
"Male","3"
"Post Graduate Equivalent and Above",""
"Female","9"
"Male","35"
"Primary Education (1-5 Class)",""
"Female","3095"
"Male","3297"
"Secondary Level (Class 9-10)",""
"Female","717"
"Male","922"
"SLC and Equivalent",""
"Female","217"
"Male","274"
