"Population by disability type","Number"
"Blind/low vision",""
"Female","548"
"Male","478"
"","1026"
"Deaf/hard of hearing",""
"Female","441"
"Male","483"
"","924"
"Deaf-Blind",""
"Female","48"
"Male","58"
"","106"
"Intellectual disable",""
"Female","73"
"Male","98"
"","171"
"Mental disable",""
"Female","126"
"Male","160"
"","286"
"Multiple disable",""
"Female","193"
"Male","183"
"","376"
"No disability",""
"Female","150828"
"Male","135963"
"","286791"
"Physical",""
"Female","1072"
"Male","1433"
"","2505"
"Speech problem",""
"Female","443"
"Male","545"
"","988"
