"Population by Mother tongue","Number"
"Bangla",""
"Female","134"
"Male","124"
"","258"
"Bantawa",""
"Female","44"
"Male","47"
"","91"
"Bhojpuri",""
"Female","19"
"Male","21"
"","40"
"Bhujel",""
"Female","11"
"Male","12"
"","23"
"Chamling",""
"Female","24"
"Male","15"
"","39"
"Gurung",""
"Female","194"
"Male","166"
"","360"
"Hindi",""
"Female","9"
"Male","8"
"","17"
"Kulung",""
"Female","35"
"Male","28"
"","63"
"Kurmali",""
"Female","10"
"Male","17"
"","27"
"Limbu",""
"Female","1494"
"Male","1202"
"","2696"
"Magar",""
"Female","177"
"Male","168"
"","345"
"Maithili",""
"Female","501"
"Male","468"
"","969"
"Meche",""
"Female","547"
"Male","447"
"","994"
"Nepali",""
"Female","8022"
"Male","6693"
"","14715"
"Newar",""
"Female","190"
"Male","180"
"","370"
"Not Reported",""
"Female","54"
"Male","49"
"","103"
"Others",""
"Female","70"
"Male","52"
"","122"
"Rai",""
"Female","839"
"Male","715"
"","1554"
"Rajbanshi",""
"Female","1559"
"Male","1389"
"","2948"
"Santhali",""
"Female","1020"
"Male","964"
"","1984"
"Sherpa",""
"Female","8"
"Male","11"
"","19"
"Sign Language",""
"Female","22"
"Male","18"
"","40"
"Sunuwar",""
"Female","6"
"Male","6"
"","12"
"Tamang",""
"Female","456"
"Male","377"
"","833"
"Tharu",""
"Female","123"
"Male","105"
"","228"
"Thulung",""
"Female","8"
"Male","8"
"","16"
"Uranw/Urau",""
"Female","7"
"Male","5"
"","12"
"Urdu",""
"Female","22"
"Male","21"
"","43"
"Yakkha",""
"Female","8"
"Male","4"
"","12"
