"Population by Caste Ethinicity","Number"
"Bangali",""
"Female","129"
"Male","118"
"","247"
"Brahman - Hill",""
"Female","4008"
"Male","3341"
"","7349"
"Brahman - Tarai",""
"Female","45"
"Male","32"
"","77"
"Chamar/ Harijan/ Ram",""
"Female","15"
"Male","8"
"","23"
"Chhetri",""
"Female","2163"
"Male","1764"
"","3927"
"Damai/Dholi",""
"Female","221"
"Male","177"
"","398"
"Dhanuk",""
"Female","21"
"Male","24"
"","45"
"Dhobi",""
"Female","12"
"Male","3"
"","15"
"Gharti/Bhujel",""
"Female","96"
"Male","81"
"","177"
"Gurung",""
"Female","220"
"Male","193"
"","413"
"Hajam/Thakur",""
"Female","39"
"Male","33"
"","72"
"Halwai",""
"Female","67"
"Male","63"
"","130"
"Jhangad/ Dhagar",""
"Female","7"
"Male","6"
"","13"
"Kami",""
"Female","271"
"Male","218"
"","489"
"Kanu",""
"Female","41"
"Male","40"
"","81"
"Kathabaniyan",""
"Female","13"
"Male","17"
"","30"
"Kayastha",""
"Female","10"
"Male","15"
"","25"
"Koiri/Kushwaha",""
"Female","4"
"Male","8"
"","12"
"Kulung",""
"Female","20"
"Male","19"
"","39"
"Kumal",""
"Female","14"
"Male","12"
"","26"
"Kurmi",""
"Female","179"
"Male","175"
"","354"
"Limbu",""
"Female","1587"
"Male","1305"
"","2892"
"Magar",""
"Female","226"
"Male","205"
"","431"
"Majhi",""
"Female","19"
"Male","20"
"","39"
"Meche",""
"Female","564"
"Male","459"
"","1023"
"Musahar",""
"Female","9"
"Male","13"
"","22"
"Musalman",""
"Female","44"
"Male","47"
"","91"
"Newar",""
"Female","264"
"Male","250"
"","514"
"Others",""
"Female","61"
"Male","49"
"","110"
"Pattharkatta/ Kushwadiya",""
"Female","5"
"Male","7"
"","12"
"Rai",""
"Female","1016"
"Male","848"
"","1864"
"Rajbansi",""
"Female","1549"
"Male","1386"
"","2935"
"Sanyasi/Dasnami",""
"Female","595"
"Male","527"
"","1122"
"Sarki",""
"Female","180"
"Male","156"
"","336"
"Satar/ Santhal",""
"Female","1078"
"Male","1019"
"","2097"
"Sherpa",""
"Female","9"
"Male","15"
"","24"
"Sonar",""
"Female","10"
"Male","6"
"","16"
"Sudhi",""
"Female","12"
"Male","11"
"","23"
"Sunuwar",""
"Female","11"
"Male","8"
"","19"
"Tamang",""
"Female","524"
"Male","432"
"","956"
"Teli",""
"Female","17"
"Male","11"
"","28"
"Terai Others",""
"Female","5"
"Male","7"
"","12"
"Thakuri",""
"Female","8"
"Male","5"
"","13"
"Tharu",""
"Female","140"
"Male","111"
"","251"
"Undefined Others",""
"Female","61"
"Male","51"
"","112"
"Yadav",""
"Female","14"
"Male","17"
"","31"
"Yakkha",""
"Female","10"
"Male","8"
"","18"
