"Population by Educational Attainment","Number"
"Beginners",""
"Female","81"
"Male","73"
"","154"
"Graduate and Equivalent",""
"Female","16"
"Male","32"
"","48"
"Intermediate and Equivalent",""
"Female","75"
"Male","91"
"","166"
"Level not Stated",""
"Female","12"
"Male","20"
"","32"
"Lower Secondary (Class 6-8)",""
"Female","826"
"Male","831"
"","1657"
"Non Formal Education",""
"Female","74"
"Male","102"
"","176"
"Others",""
"Female","5"
"Male","2"
"","7"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","10"
"","11"
"Primary Education (1-5 Class)",""
"Female","1684"
"Male","1861"
"","3545"
"Secondary Level (Class 9-10)",""
"Female","364"
"Male","422"
"","786"
"SLC and Equivalent",""
"Female","168"
"Male","212"
"","380"
