"Population by disability type","Number"
"Blind/low vision",""
"Female","49"
"Male","20"
"","69"
"Deaf/hard of hearing",""
"Female","46"
"Male","62"
"","108"
"Deaf-Blind",""
"Female","2"
"Male","2"
"","4"
"Intellectual disable",""
"Female","7"
"Male","9"
"","16"
"Mental disable",""
"Female","9"
"Male","13"
"","22"
"Multiple disable",""
"Female","38"
"Male","36"
"","74"
"No disability",""
"Female","6129"
"Male","5432"
"","11561"
"Physical",""
"Female","40"
"Male","66"
"","106"
"Speech problem",""
"Female","10"
"Male","22"
"","32"
