"Population by Educational Attainment","Number"
"Beginners",""
"Female","1748"
"Male","1966"
"","3714"
"Graduate and Equivalent",""
"Female","2050"
"Male","3631"
"","5681"
"Intermediate and Equivalent",""
"Female","4138"
"Male","5192"
"","9330"
"Level not Stated",""
"Female","224"
"Male","159"
"","383"
"Lower Secondary (Class 6-8)",""
"Female","7113"
"Male","9017"
"","16130"
"Non Formal Education",""
"Female","792"
"Male","490"
"","1282"
"Others",""
"Female","99"
"Male","74"
"","173"
"Post Graduate Equivalent and Above",""
"Female","504"
"Male","1220"
"","1724"
"Primary Education (1-5 Class)",""
"Female","14213"
"Male","16482"
"","30695"
"Secondary Level (Class 9-10)",""
"Female","4261"
"Male","5627"
"","9888"
"SLC and Equivalent",""
"Female","4194"
"Male","5046"
"","9240"
