"Population by Caste/Ethinicity","Number"
"Badhaee",""
"Female","42"
"Male","47"
"Baraee",""
"Female","303"
"Male","338"
"Brahman - Hill",""
"Female","11"
"Male","4"
"Brahman - Tarai",""
"Female","417"
"Male","385"
"Chamar/ Harijan/ Ram",""
"Female","469"
"Male","416"
"Chhetri",""
"Female","6"
"Male","5"
"Dhanuk",""
"Female","755"
"Male","736"
"Dhobi",""
"Female","170"
"Male","171"
"Dhunia",""
"Female","55"
"Male","69"
"Dom",""
"Female","19"
"Male","22"
"Dusadh/ Pasawan/ Pasi",""
"Female","411"
"Male","441"
"Gaderi/Bhedihar",""
"Female","12"
"Male","16"
"Hajam/Thakur",""
"Female","137"
"Male","133"
"Halwai",""
"Female","77"
"Male","73"
"Kalwar",""
"Female","215"
"Male","213"
"Kami",""
"Female","68"
"Male","54"
"Kanu",""
"Female","24"
"Male","17"
"Kathabaniyan",""
"Female","12"
"Male","12"
"Kayastha",""
"Female","19"
"Male","17"
"Khatwe",""
"Female","478"
"Male","509"
"Koiri/Kushwaha",""
"Female","58"
"Male","66"
"Kumal",""
"Female","251"
"Male","203"
"Kumhar",""
"Female","122"
"Male","132"
"Kurmi",""
"Female","125"
"Male","113"
"Lohar",""
"Female","144"
"Male","149"
"Mali",""
"Female","16"
"Male","16"
"Mallaha",""
"Female","9"
"Male","7"
"Musahar",""
"Female","299"
"Male","303"
"Musalman",""
"Female","7287"
"Male","6977"
"Nuniya",""
"Female","467"
"Male","489"
"Others",""
"Female","33"
"Male","17"
"Sanyasi/Dasnami",""
"Female","46"
"Male","41"
"Satar/ Santhal",""
"Female","19"
"Male","25"
"Sonar",""
"Female","257"
"Male","263"
"Sudhi",""
"Female","357"
"Male","368"
"Teli",""
"Female","413"
"Male","425"
"Terai Others",""
"Female","9"
"Male","9"
"Tharu",""
"Female","19"
"Male","12"
"Undefined Others",""
"Female","11"
"Male","4"
"Yadav",""
"Female","3410"
"Male","3442"
